ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown,Prior_School,Player_URL,Birthday
FSU,FBALL,2011-2012,21,Avis Commack,Avis,Commack,S,6/4/13,203,RS JR,"Jacksonville, Fla.",First Coast,http://www.seminoles.com/sports/m-footbl/mtt/commack_avis00.html,
FSU,FBALL,2011-2012,35,Parker Conley,Parker,Conley,P,6/4/13,200,RS FR,"Norcross, GA",Norcross,http://www.seminoles.com/sports/m-footbl/mtt/conley_parker01.html,
FSU,FBALL,2011-2012,47,Cory Cox,Cory,Cox,S,6/1/13,205,JR,"Blountstown, Fla.",Blounstown,http://www.seminoles.com/sports/m-footbl/mtt/cox_cory00.html,
FSU,FBALL,2011-2012,94,Darious Cummings,Darious,Cummings,DT,6/2/13,285,SO,"Titusville, Fla.",Astronaut,http://www.seminoles.com/sports/m-footbl/mtt/cummings_darious00.html,
FSU,FBALL,2011-2012,67,Andrew Datko,Andrew,Datko,OT,6/6/13,321,SR,"Weston, Fla.",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/datko_andrew00.html,
FSU,FBALL,2011-2012,93,Everett Dawkins,Everett,Dawkins,DT,6/2/13,295,RS JR,"Spartanburg, S.C.",Byrnes,http://www.seminoles.com/sports/m-footbl/mtt/dawkins_everett01.html,
FSU,FBALL,2011-2012,75,Kevin Dehlinger,Kevin,Dehlinger,OL,6/1/13,235,SO,"Destin, Fla.",Fort Walton Beach,http://www.seminoles.com/sports/m-footbl/mtt/dehlinger_kevin00.html,
FSU,FBALL,2011-2012,64,Dax Dellenbach,Dax,Dellenbach,DS,6/1/13,235,JR,"Ft. Lauderdale, Fla.",North Broward Prep,http://www.seminoles.com/sports/m-footbl/mtt/dellenbach_dax00.html,
FSU,FBALL,2011-2012,6,Gerald Demps,Gerald,Demps,S,5/10/13,206,RS SO,"Valdosta, Ga.",Lowndes,http://www.seminoles.com/sports/m-footbl/mtt/demps_gerald00.html,
FSU,FBALL,2011-2012,15,Greg Dent,Greg,Dent,WR,5/11/13,191,SO,"Belle Glade, Fla.",Glades Central,http://www.seminoles.com/sports/m-footbl/mtt/dent_greg00.html,
FSU,FBALL,2011-2012,30,Ryan DiMarco,Ryan,DiMarco,FB,5/10/13,225,SO,"Port St. Lucie, Fla.",John Carroll,http://www.seminoles.com/sports/m-footbl/mtt/dimarco_ryan00.html,
FSU,FBALL,2011-2012,45,James Dolan,James,Dolan,WR,5/10/13,175,RS FR,"Fort Lauderdale, Fla.",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/dolan_james01.html,
FSU,FBALL,2011-2012,75,Philip Doumar,Philip,Doumar,DS,6/1/13,215,SO,"Jupiter, Fla.",Jupiter,http://www.seminoles.com/sports/m-footbl/mtt/doumar_philip00.html,
FSU,FBALL,2011-2012,54,Dorian Earley,Dorian,Earley,LB,6/2/13,215,SO,"Saint Petersburg, Fla.",Saint Petersburg,http://www.seminoles.com/sports/m-footbl/mtt/earley_dorian00.html,
FSU,FBALL,2011-2012,68,Russell Eldridge,Russell,Eldridge,OL,6/3/13,275,JR,"Jacksonville, Fla.",Mandarin,http://www.seminoles.com/sports/m-footbl/mtt/eldridge_russell00.html,
FSU,FBALL,2011-2012,98,Cameron Erving,Cameron,Erving,DT,6/5/13,305,RS FR,"Moultrie, Ga.",Colquitt County,http://www.seminoles.com/sports/m-footbl/mtt/erving_cameron00.html,
FSU,FBALL,2011-2012,60,Jacob Fahrenkrug,Jacob,Fahrenkrug,OG,6/4/13,315,JR,"Robbinsdale, Minn.",Cooper HS,http://www.seminoles.com/sports/m-footbl/mtt/fahrenkrug_jacob01.html,
FSU,FBALL,2011-2012,76,Garrett Faircloth,Garrett,Faircloth,OT,6/7/13,295,RS SO,"Brunswick, Ga.",Bolles (Fla.),http://www.seminoles.com/sports/m-footbl/mtt/faircloth_garrett01.html,
FSU,FBALL,2011-2012,72,Daniel Foose,Daniel,Foose,OL,6/6/13,290,RS FR,"Paramus, N.J.",Catholic,http://www.seminoles.com/sports/m-footbl/mtt/foose_daniel00.html,
FSU,FBALL,2011-2012,8,Devonta Freeman,Devonta,Freeman,RB,5/8/13,200,FR,"Miami, Fla.",Miami Central,http://www.seminoles.com/sports/m-footbl/mtt/freeman_devonta01.html,
FSU,FBALL,2011-2012,40,Kendall Fullington,Kendall,Fullington,CB,5/9/13,147,FR,"Weston, Fla.",Cypress Bay,http://www.seminoles.com/sports/m-footbl/mtt/fullington_kendall00.html,
FSU,FBALL,2011-2012,71,Ben Gatewood,Ben,Gatewood,OL,6/6/13,280,RS FR,"Jacksonville, Fla.",Stanton Prep,http://www.seminoles.com/sports/m-footbl/mtt/gatewood_ben00.html,
FSU,FBALL,2011-2012,19,Josh Gehres,Josh,Gehres,WR,6/3/13,202,RS SO,"Tallahassee, Fla.",Lincoln,http://www.seminoles.com/sports/m-footbl/mtt/gehres_josh00.html,
FSU,FBALL,2011-2012,13,Rashad Gholston,Rashad,Gholston,WR,5/10/13,167,RS FR,"Miami Gardens, Fla.",Miramar,http://www.seminoles.com/sports/m-footbl/mtt/gholston_rashad00.html,
FSU,FBALL,2011-2012,11,Ethan Gilbert,Ethan,Gilbert,QB,5/11/13,175,SO,"Palmetto, Fla.",Palmetto,http://www.seminoles.com/sports/m-footbl/mtt/gilbert_ethan00.html,
FSU,FBALL,2011-2012,87,Alexey Goloubev,Alexey,Goloubev,TE,6/4/13,240,FR,"Moscow, Russia",Dr. Phillips (Fla.),http://www.seminoles.com/sports/m-footbl/mtt/goloubev_alexey00.html,
FSU,FBALL,2011-2012,89,Christian Green,Christian,Green,WR,6/1/00,201,RS FR,"Tampa, Fla.",Catholic,http://www.seminoles.com/sports/m-footbl/mtt/green_christian00.html,
FSU,FBALL,2011-2012,80,Rashad Greene,Rashad,Greene,WR,6/1/00,175,FR,"Albany, Ga.",St. Thomas Aquinas (Fla.),http://www.seminoles.com/sports/m-footbl/mtt/greene_rashad00.html,
FSU,FBALL,2011-2012,12,Jarred Haggins,Jarred,Haggins,WR,6/1/13,191,SO,"Lakeland, Fla.",Lakeland,http://www.seminoles.com/sports/m-footbl/mtt/haggins_jarred00.html,
FSU,FBALL,2011-2012,1,Mike Harris,Mike,Harris,CB,5/11/13,195,SR,"Miami, Fla.",South Miami,http://www.seminoles.com/sports/m-footbl/mtt/harris_mike00.html,
FSU,FBALL,2011-2012,51,Bobby Hart,Bobby,Hart,OL,6/5/13,303,FR,"Lauderhill, Fla.",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/hart_bobby00.html,
FSU,FBALL,2011-2012,82,Willie Haulstead,Willie,Haulstead,WR,6/3/13,213,JR,"Titusville, Fla.",Titusville,http://www.seminoles.com/sports/m-footbl/mtt/haulstead_willie00.html,
FSU,FBALL,2011-2012,70,Sean Hector,Sean,Hector,DE,6/3/13,220,RS FR,"Jacksonville, Fla.",Bishop Kenny,http://www.seminoles.com/sports/m-footbl/mtt/hector_sean00.html,
FSU,FBALL,2011-2012,58,Dan Hicks,Dan,Hicks,DE,6/4/13,270,RS SO,"Oxford, Miss.",Oxford,http://www.seminoles.com/sports/m-footbl/mtt/hicks_dan00.html,
FSU,FBALL,2011-2012,18,Dustin Hopkins,Dustin,Hopkins,K,6/2/13,190,JR,"Houston, Texas",Clear Lake,http://www.seminoles.com/sports/m-footbl/mtt/hopkins_dustin00.html,
FSU,FBALL,2011-2012,30,Tyler Hunter,Tyler,Hunter,DB,6/1/00,200,FR,"Valdosta, Ga.",Lowndes County,http://www.seminoles.com/sports/m-footbl/mtt/hunter_tyler00.html,
FSU,FBALL,2011-2012,54,Tre' Jackson,Tre',Jackson,,6/4/13,310,FR,"Jesup, Ga.",Wayne County,http://www.seminoles.com/sports/m-footbl/mtt/jackson_tre00.html,
FSU,FBALL,2011-2012,26,Arrington Jenkins,Arrington,Jenkins,LB,6/2/13,225,FR,"Miami, Fla.",Coral Park,http://www.seminoles.com/sports/m-footbl/mtt/jenkins_arrington00.html,
FSU,FBALL,2011-2012,49,Brandon Jenkins,Brandon,Jenkins,DE,6/3/13,265,JR,"Tallahassee, Fla.",Florida High,http://www.seminoles.com/sports/m-footbl/mtt/jenkins_brandon00.html,
FSU,FBALL,2011-2012,8,Timmy Jernigan,Timmy,Jernigan,DT,6/3/13,297,FR,"Lake City, Fla.",Columbia,http://www.seminoles.com/sports/m-footbl/mtt/jernigan_timmy00.html,
FSU,FBALL,2011-2012,46,Jonathan Johnson,Jonathan,Johnson,TE,6/7/13,265,JR,"Sanford, Fla.",Seminole,http://www.seminoles.com/sports/m-footbl/mtt/johnson_jonathan00.html,
FSU,FBALL,2011-2012,7,Christian Jones,Christian,Jones,LB,6/4/13,240,SO,"Winter Park, Fla.",Lake Howell,http://www.seminoles.com/sports/m-footbl/mtt/jones_christian00.html,
FSU,FBALL,2011-2012,33,Ty Jones,Ty,Jones,RB,5/10/13,210,SR,"Tampa, Fla.",Middleton,http://www.seminoles.com/sports/m-footbl/mtt/jones_ty00.html,
FSU,FBALL,2011-2012,20,Lamarcus Joyner,Lamarcus,Joyner,S,5/8/13,204,SO,"Ft. Lauderdale, Fla.",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/joyner_lamarcus00.html,
FSU,FBALL,2011-2012,29,Dillon Kidd,Dillon,Kidd,P,6/1/13,212,FR,"Deerfield Beach, Fla.",Milford Academy (NY),http://www.seminoles.com/sports/m-footbl/mtt/kidd_dillon00.html,
FSU,FBALL,2011-2012,99,Nile Lawrence-Stample,Nile,Lawrence-Stample,DT,6/2/13,305,FR,"Fort Lauderdale, Fla.",Nova,http://www.seminoles.com/sports/m-footbl/mtt/lawrencestample_nile00.html,
FSU,FBALL,2011-2012,85,Ja'Baris Little,Ja'Baris,Little,TE,6/3/13,245,SR,"Tallahassee, Fla.",Lincoln,http://www.seminoles.com/sports/m-footbl/mtt/little_jabaris00.html,
FSU,FBALL,2011-2012,53,Sterling Lovelady,Sterling,Lovelady,OL,6/2/13,285,FR,"Navarre, Fla.",Navarre HS,http://www.seminoles.com/sports/m-footbl/mtt/lovelady_sterling00.html,
FSU,FBALL,2011-2012,48,Jeff Luc,Jeff,Luc,LB,,245,SO,"Port St. Lucie, Fla.",Treasure Coast,http://www.seminoles.com/sports/m-footbl/mtt/luc_jeff00.html,
FSU,FBALL,2011-2012,3,EJ Manuel,EJ,Manuel,QB,6/5/13,245,RS JR,"Virginia Beach, Va.",Bayside,http://www.seminoles.com/sports/m-footbl/mtt/manuel_ej03.html,
FSU,FBALL,2011-2012,70,Josue Matias,Josue,Matias,OL,6/5/13,320,FR,"Union City, N.J.",Union City,http://www.seminoles.com/sports/m-footbl/mtt/matias_josue00.html,
FSU,FBALL,2011-2012,97,Demonte McAllister,Demonte,McAllister,DT,6/2/13,285,RS SO,"Tampa, Fla.",Alonso,http://www.seminoles.com/sports/m-footbl/mtt/mcallister_demonte00.html,
FSU,FBALL,2011-2012,92,Anthony McCloud,Anthony,McCloud,DT,6/2/13,311,JR,"Thomasville, Ga.",Thomas County,http://www.seminoles.com/sports/m-footbl/mtt/mccloud_anthony01.html,
FSU,FBALL,2011-2012,90,Moses McCray,Moses,McCray,DT,6/2/13,320,RS JR,"Tampa, Fla.",Hillsborough,http://www.seminoles.com/sports/m-footbl/mtt/mccray_moses00.html,
FSU,FBALL,2011-2012,55,Jacobbi McDaniel,Jacobbi,McDaniel,DT,6/1/13,297,JR,"Greenville, Fla.",Madison County,http://www.seminoles.com/sports/m-footbl/mtt/mcdaniel_jacobbi00.html,
FSU,FBALL,2011-2012,56,Derrick Mitchell,Derrick,Mitchell,DT,6/5/13,305,FR,"Jacksonville, Fla.",First Coast,http://www.seminoles.com/sports/m-footbl/mtt/mitchell_derrick00.html,
FSU,FBALL,2011-2012,10,Nick Moody,Nick,Moody,S,6/2/13,224,RS JR,"Wyncote, Pa.",Roman Catholic,http://www.seminoles.com/sports/m-footbl/mtt/moody_nick00.html,
FSU,FBALL,2011-2012,47,Maxx Moore,Maxx,Moore,Kicker,5/10/13,172,FR,"Fort Myers, Fla.",Bishop Verot,http://www.seminoles.com/sports/m-footbl/mtt/moore_maxx00.html,
FSU,FBALL,2011-2012,51,Giorgio Newberry,Giorgio,Newberry,DE,6/6/13,255,FR,"Fort Pierce, Fla.",Fort Pierce Central,http://www.seminoles.com/sports/m-footbl/mtt/newberry_giorgio00.html,
FSU,FBALL,2011-2012,43,Frank Nicholas,Frank,Nicholas,DS,5/10/13,193,SO,"Tampa, Fla.",Plant,http://www.seminoles.com/sports/m-footbl/mtt/nicholas_frank00.html,
FSU,FBALL,2011-2012,12,Andrew Nowels,Andrew,Nowels,QB,6/3/13,224,SR,"Bellair, FL",Lakeland,http://www.seminoles.com/sports/m-footbl/mtt/nowels_andrew02.html,
FSU,FBALL,2011-2012,35,Nick O'Leary,Nick,O'Leary,TE,6/4/13,240,FR,"Palm Beach Gardens, Fla.",Dwyer,http://www.seminoles.com/sports/m-footbl/mtt/oleary_nick00.html,
FSU,FBALL,2011-2012,57,Holmes Onwukaife,Holmes,Onwukaife,LB,6/2/13,245,RS FR,"Cedar Park, Texas",Cedar Park,http://www.seminoles.com/sports/m-footbl/mtt/onwukaife_holmes00.html,
FSU,FBALL,2011-2012,59,Henry Orelus,Henry,Orelus,OL,6/3/13,295,SO,"Belle Glade, Fla.",Glade Central,http://www.seminoles.com/sports/m-footbl/mtt/orelus_henry01.html,
FSU,FBALL,2011-2012,4,Terrance Parks,Terrance,Parks,S,6/2/13,215,SR,"Fairburn, Ga.",Creekside,http://www.seminoles.com/sports/m-footbl/mtt/parks_terrance00.html,
FSU,FBALL,2011-2012,56,Trey Pettis,Trey,Pettis,OL,6/5/13,310,FR,"DeLand, Fla.",DeLand HS,http://www.seminoles.com/sports/m-footbl/mtt/pettis_trey00.html,
FSU,FBALL,2011-2012,43,Anthony Porterfield,Anthony,Porterfield,TE,6/3/13,231,SO,"Pensacola, Fla.",Escambia,http://www.seminoles.com/sports/m-footbl/mtt/porterfield_anthony00.html,
FSU,FBALL,2011-2012,45,Shawn Powell,Shawn,Powell,P,6/4/13,235,SR,"Rome, Ga.",Darlington Prep,http://www.seminoles.com/sports/m-footbl/mtt/powell_shawn00.html,
FSU,FBALL,2011-2012,23,Xavier Pryce,Xavier,Pryce,DB,5/10/13,194,JR,"Miami, Fla.",Parkway Academy,http://www.seminoles.com/sports/m-footbl/mtt/pryce_xavier00.html,
FSU,FBALL,2011-2012,24,Lonnie Pryor,Lonnie,Pryor,RB,6/1/00,230,JR,"Okeechobee, Fla.",Okeechobee,http://www.seminoles.com/sports/m-footbl/mtt/pryor_lonnie00.html,
FSU,FBALL,2011-2012,19,Ridge Read,Ridge,Read,QB,5/10/13,191,JR,"Panama City, FL",Liberty County,http://www.seminoles.com/sports/m-footbl/mtt/read_ridge01.html,
FSU,FBALL,2011-2012,83,Bert Reed,Bert,Reed,WR,5/10/13,183,SR,"Panama City, Fla.",Bay,http://www.seminoles.com/sports/m-footbl/mtt/reed_bert00.html,
FSU,FBALL,2011-2012,5,Greg Reid,Greg,Reid,CB,5/8/13,186,JR,"Valdosta, Ga.",Lowndes County,http://www.seminoles.com/sports/m-footbl/mtt/reid_greg00.html,
FSU,FBALL,2011-2012,88,Beau Reliford,Beau,Reliford,TE,6/6/13,260,SR,"Fort Lauderdale, Fla.",Dillard,http://www.seminoles.com/sports/m-footbl/mtt/reliford_beau00.html,
FSU,FBALL,2011-2012,69,Chris Revell,Chris,Revell,DS,6/1/13,193,SO,"Tallahassee, Fla.",Chiles,http://www.seminoles.com/sports/m-footbl/mtt/revell_chris00.html,
FSU,FBALL,2011-2012,27,Xavier Rhodes,Xavier,Rhodes,CB,6/2/13,215,SO,"Miami, Fla.",Norland,http://www.seminoles.com/sports/m-footbl/mtt/rhodes_xavier00.html,
FSU,FBALL,2011-2012,86,Zac Rittberg,Zac,Rittberg,WR,6/2/13,190,SO,"Naples, Fla.",Gulf Coast,http://www.seminoles.com/sports/m-footbl/mtt/rittberg_zac00.html,
FSU,FBALL,2011-2012,77,Zebrie Sanders,Zebrie,Sanders,OT,6/6/13,307,SR,"Dayton, Ohio",Northmont,http://www.seminoles.com/sports/m-footbl/mtt/sanders_zebrie00.html,
FSU,FBALL,2011-2012,16,Will Secord,Will,Secord,QB,6/2/13,214,RS SO,"Frisco, Texas",Wakeland,http://www.seminoles.com/sports/m-footbl/mtt/secord_will00.html,
FSU,FBALL,2011-2012,81,Kenny Shaw,Kenny,Shaw,WR,5/11/13,170,SO,"Orlando, Fla.",Dr. Phillips,http://www.seminoles.com/sports/m-footbl/mtt/shaw_kenny00.html,
FSU,FBALL,2011-2012,21,Debrale Smiley,Debrale,Smiley,FB,5/11/13,230,RS JR,"Thomasville, Ga.",Thomas County,http://www.seminoles.com/sports/m-footbl/mtt/smiley_debrale01.html,
FSU,FBALL,2011-2012,37,Keelin Smith,Keelin,Smith,DB,6/3/13,190,FR,"Fort Pierce, Fla.",Treasure Coast,http://www.seminoles.com/sports/m-footbl/mtt/smith_keelin00.html,
FSU,FBALL,2011-2012,84,Rodney Smith,Rodney,Smith,WR,6/6/13,216,JR,"Miami, Fla.",Archbishop Carroll,http://www.seminoles.com/sports/m-footbl/mtt/smith_rodney00.html,
FSU,FBALL,2011-2012,22,Telvin Smith,Telvin,Smith,LB,6/3/13,216,SO,"Valdosta, Ga.",Lowndes County,http://www.seminoles.com/sports/m-footbl/mtt/smith_telvin00.html,
FSU,FBALL,2011-2012,24,Terrance Smith,Terrance,Smith,LB,6/3/13,220,FR,"Decatur, Ga.",Southwest DeKalb,http://www.seminoles.com/sports/m-footbl/mtt/smith_terrance00.html,
FSU,FBALL,2011-2012,79,David Spurlock,David,Spurlock,OL,6/4/13,300,SR,"Murfreesboro, Tenn.",Riverdale,http://www.seminoles.com/sports/m-footbl/mtt/spurlock_david00.html,
FSU,FBALL,2011-2012,66,Jacob Stanley,Jacob,Stanley,OL,6/1/13,280,SR,"Jacksonville, Fla.",Trinity Christan,http://www.seminoles.com/sports/m-footbl/mtt/stanley_jacob00.html,
FSU,FBALL,2011-2012,96,Toshmon Stevens,Toshmon,Stevens,DE,6/5/13,235,RS JR,"Pomona Park, Fla.",Crescent City,http://www.seminoles.com/sports/m-footbl/mtt/stevens_toshmon00.html,
FSU,FBALL,2011-2012,52,Bryan Stork,Bryan,Stork,OG,6/4/13,299,SO,"Vero Beach, Fla.",Vero Beach,http://www.seminoles.com/sports/m-footbl/mtt/stork_bryan00.html,
FSU,FBALL,2011-2012,76,Trey Sumner,Trey,Sumner,LB,6/2/13,215,JR,"Jacksonville, Fla.",Bartram Trail,http://www.seminoles.com/sports/m-footbl/mtt/sumner_trey00.html,
FSU,FBALL,2011-2012,28,Nigel Terrell,Nigel,Terrell,LB,6/1/13,230,RS FR,"Helena, Ala.",Pelham,http://www.seminoles.com/sports/m-footbl/mtt/terrell_nigel00.html,
FSU,FBALL,2011-2012,38,Jermaine Thomas,Jermaine,Thomas,RB,5/11/13,192,SR,"Jacksonville, Fla.",First Coast,http://www.seminoles.com/sports/m-footbl/mtt/thomas_jermaine00.html,
FSU,FBALL,2011-2012,23,Chris Thompson,Chris,Thompson,RB,5/8/13,190,JR,"Greenville, Fla.",Madison County,http://www.seminoles.com/sports/m-footbl/mtt/thompson_chris00.html,
FSU,FBALL,2011-2012,32,Sean Tidmus,Sean,Tidmus,LB,6/1/00,217,SO,"Winter Garden, Fla.",Ocoee,http://www.seminoles.com/sports/m-footbl/mtt/tidmus_sean00.html,
FSU,FBALL,2011-2012,9,Clint Trickett,Clint,Trickett,QB,6/2/13,180,RS FR,"Tallahassee, Fla.",North Florida Christian,http://www.seminoles.com/sports/m-footbl/mtt/trickett_clint00.html,
FSU,FBALL,2011-2012,44,Will Tye,Will,Tye,TE,6/2/13,243,RS FR,"Middletown, Conn.",Salisbury,http://www.seminoles.com/sports/m-footbl/mtt/tye_will00.html,
FSU,FBALL,2011-2012,39,David Tyrrell,David,Tyrrell,WR,6/3/13,200,RS FR,"Cape Coral, Fla.",Mariner,http://www.seminoles.com/sports/m-footbl/mtt/tyrrell_david01.html,
FSU,FBALL,2011-2012,6,Nick Waisome,Nick,Waisome,DB,5/10/13,175,FR,"Groveland, Fla.",South Lake HS,http://www.seminoles.com/sports/m-footbl/mtt/waisome_nick00.html,
FSU,FBALL,2011-2012,74,Jonathan Wallace,Jonathan,Wallace,OT,6/7/13,284,SO,"Jacksonville, Fla.",Lee,http://www.seminoles.com/sports/m-footbl/mtt/wallace_jonathan01.html,
FSU,FBALL,2011-2012,36,Jermaine Washington,Jermaine,Washington,WR,5/8/13,177,FR,"Jacksonville, Fla.",Wolfson,http://www.seminoles.com/sports/m-footbl/mtt/washington_jermaine00.html,
FSU,FBALL,2011-2012,95,Bjoern Werner,Bjoern,Werner,DE,6/4/13,273,SO,"Berlin, Germany",Salisbury (Conn.),http://www.seminoles.com/sports/m-footbl/mtt/werner_bjoern00.html,
FSU,FBALL,2011-2012,32,"James Wilder, Jr.",James,Wilder Jr.,RB,6/2/13,220,FR,"Tampa, Fla.",Plant,http://www.seminoles.com/sports/m-footbl/mtt/wilderjr_james00.html,
FSU,FBALL,2011-2012,44,Derek Williams,Derek,Williams,P,6/1/13,195,RS FR,"Peachtree City, Ga.",Starrs Mill,http://www.seminoles.com/sports/m-footbl/mtt/williams_derek00.html,
FSU,FBALL,2011-2012,9,Karlos Williams,Karlos,Williams,S,6/2/13,220,FR,"Davenport, Fla.",Ridge Community,http://www.seminoles.com/sports/m-footbl/mtt/williams_karlos00.html,
FSU,FBALL,2011-2012,11,Vince Williams,Vince,Williams,LB,6/1/13,240,RS JR,"Davenport, Fla.",Ridge Community,http://www.seminoles.com/sports/m-footbl/mtt/williams_vince00.html,
FSU,FBALL,2010-2011,26,A.J. Alexander,A.J.,Alexander,CB,5/11/13,189,SO*,"Altoona, PA",Altoona Area HS,http://www.seminoles.com/sports/m-footbl/mtt/alexander_aj00.html,
FSU,FBALL,2010-2011,16,Mister Alexander,Mister,Alexander,LB,6/2/13,219,SR*,"Houston, TX",Eisenhower HS,http://www.seminoles.com/sports/m-footbl/mtt/alexander_mister00.html,
FSU,FBALL,2010-2011,65,Zack Aronson,Zack,Aronson,LS,6/2/13,214,SR,"Miami, FL",Miami Douglas Macarthur Senior,http://www.seminoles.com/sports/m-footbl/mtt/aronson_zack00.html,
FSU,FBALL,2010-2011,13,Nigel Bradham,Nigel,Bradham,OLB,6/2/13,238,JR,"Crawfordville, FL",Wakulla HS,http://www.seminoles.com/sports/m-footbl/mtt/bradham_nigel00.html,9/4/89
FSU,FBALL,2010-2011,3,Justin Bright,Justin,Bright,S,6/1/00,180,FR*,"Duncan, SC",James F Byrnes HS,http://www.seminoles.com/sports/m-footbl/mtt/bright_justin00.html,10/3/90
FSU,FBALL,2010-2011,12,Nigel Carr,Nigel,Carr,LB,6/3/13,220,JR,"Jacksonville, FL",First Coast HS,http://www.seminoles.com/sports/m-footbl/mtt/carr_nigel00.html,
FSU,FBALL,2010-2011,10,Chad Colley,Chad,Colley,DB,6/1/13,161,JR,"Gulf Breeze, FL",Gulf Breeze HS,http://www.seminoles.com/sports/m-footbl/mtt/colley_chad00.html,9/16/88
FSU,FBALL,2010-2011,14,Avis Commack,Avis,Commack,WR,6/4/13,180,SO*,"Jacksonville, FL",First Coast HS,http://www.seminoles.com/sports/m-footbl/mtt/commack_avis00.html,1/8/90
FSU,FBALL,2010-2011,67,Andrew Datko,Andrew,Datko,OL,6/6/13,276,JR,"Fort Lauderdale, FL",St. Thomas Aquinas HS,http://www.seminoles.com/sports/m-footbl/mtt/datko_andrew00.html,8/15/90
FSU,FBALL,2010-2011,93,Everett Dawkins,Everett,Dawkins,DT,6/2/13,250,JR,"Duncan, SC",James F Byrnes HS,http://www.seminoles.com/sports/m-footbl/mtt/dawkins_everett00.html,6/13/90
