School_Label,CIPFamilyTitle,ID_Race,CIPCode,CIPTitle,ID_Position,Variable,Value,Percentage_Race
Boise State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0601,Business/Managerial Economics.,OL,College Major,1,0.125
Boise State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",OL,College Major,1,0.125
Boise State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",TE,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,CB,College Major,2,0.25
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,DB,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,DT,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,OT,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,RB,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,WR,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0401,Journalism.,CB,College Major,1,0.125
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,CB,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,DT,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,LB,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,LS,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,OL,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,FB,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,PK,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,WR,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,P,College Major,1,0.111111111
Boise State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",O,9.0102,Mass Communication/Media Studies.,DT,College Major,1,1
Boise State,ENGINEERING.,C,14.1901,Mechanical Engineering.,DB,College Major,1,0.5
Boise State,ENGINEERING.,C,14.1901,Mechanical Engineering.,TE,College Major,1,0.5
Boise State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,OL,College Major,1,1
Boise State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",C,43.01,Criminal Justice and Corrections.,OL,College Major,1,0.5
Boise State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",C,43.01,Criminal Justice and Corrections.,RB,College Major,1,0.5
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,CB,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DB,College Major,3,0.3
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DE,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DL,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,FB,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,OL,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,RB,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,WR,College Major,1,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DB,College Major,2,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DE,College Major,1,0.05
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DL,College Major,1,0.05
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DT,College Major,1,0.05
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,LB,College Major,2,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,OL,College Major,3,0.15
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,PK,College Major,1,0.05
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,QB,College Major,2,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,S,College Major,2,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,TE,College Major,3,0.15
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,WR,College Major,2,0.1
Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",PI,24.0102,General Studies.,S,College Major,1,1
Boise State,PHILOSOPHY AND RELIGIOUS STUDIES.,C,38.0101,Philosophy.,OL,College Major,1,1
Boise State,PSYCHOLOGY.,AA,42.0101,"Psychology, General.",DE,College Major,1,1
Boise State,PSYCHOLOGY.,C,42.0101,"Psychology, General.",WR,College Major,1,1
Boise State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,LB,College Major,1,0.5
Boise State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,OG,College Major,1,0.5
Clemson,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",OT,College Major,1,0.5
Clemson,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",PK,College Major,1,0.5
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",DT,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",LB,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",OT,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",WR,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0201,"Business Administration and Management, General.",WR,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.1401,"Marketing/Marketing Management, General.",S,College Major,1,0.166666667
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",QB,College Major,2,0.181818182
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",WR,College Major,2,0.181818182
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0903,Tourism and Travel Services Management.,QB,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0201,"Business Administration and Management, General.",LB,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0201,"Business Administration and Management, General.",LS,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",S,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",OC,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",LS,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",OT,College Major,1,0.090909091
Clemson,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",O,52.0101,"Business/Commerce, General.",PK,College Major,1,1
Clemson,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,WR,College Major,1,1
Clemson,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,OC,College Major,1,1
Clemson,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,AA,11.0701,Computer Science.,OG,College Major,1,1
Clemson,EDUCATION.,AA,13.1001,"Special Education and Teaching, General.",RB,College Major,1,0.5
Clemson,EDUCATION.,AA,13.1205,Secondary Education and Teaching.,OL,College Major,1,0.5
Clemson,ENGINEERING.,AA,14.0801,"Civil Engineering, General.",CB,College Major,1,0.25
Clemson,ENGINEERING.,AA,14.1301,Engineering Science.,S,College Major,1,0.25
Clemson,ENGINEERING.,AA,14.1301,Engineering Science.,CB,College Major,1,0.25
Clemson,ENGINEERING.,AA,14.1301,Engineering Science.,DT,College Major,1,0.25
Clemson,ENGINEERING.,C,14.0801,"Civil Engineering, General.",P,College Major,1,0.125
Clemson,ENGINEERING.,C,14.0801,"Civil Engineering, General.",OG,College Major,1,0.125
Clemson,ENGINEERING.,C,14.1301,Engineering Science.,DE,College Major,2,0.25
Clemson,ENGINEERING.,C,14.1301,Engineering Science.,OG,College Major,1,0.125
Clemson,ENGINEERING.,C,14.1301,Engineering Science.,OL,College Major,1,0.125
Clemson,ENGINEERING.,C,14.1301,Engineering Science.,S,College Major,1,0.125
Clemson,ENGINEERING.,C,14.1901,Mechanical Engineering.,LS,College Major,1,0.125
Clemson,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,C,23.0101,"English Language and Literature, General.",PK,College Major,1,1
Clemson,HISTORY.,AA,54.0101,"History, General.",QB,College Major,1,1
Clemson,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DE,College Major,1,0.5
Clemson,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,TE,College Major,1,0.5
Clemson,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,OC,College Major,1,0.5
Clemson,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,TE,College Major,1,0.5
Clemson,NATURAL RESOURCES AND CONSERVATION.,C,3.0201,Natural Resources Management and Policy.,LS,College Major,1,1
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",CB,College Major,2,0.153846154
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",DE,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",DT,College Major,2,0.153846154
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",LB,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",OG,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",OT,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",RB,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",WR,College Major,2,0.153846154
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0501,"Health and Physical Education/Fitness, General.",LB,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0501,"Health and Physical Education/Fitness, General.",S,College Major,1,0.076923077
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0301,"Parks, Recreation and Leisure Facilities Management, General.",WR,College Major,3,0.75
Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0501,"Health and Physical Education/Fitness, General.",TE,College Major,1,0.25
Clemson,PHILOSOPHY AND RELIGIOUS STUDIES.,AA,38.0101,Philosophy.,DT,College Major,1,1
Clemson,PHILOSOPHY AND RELIGIOUS STUDIES.,C,38.0101,Philosophy.,OG,College Major,1,1
Clemson,PSYCHOLOGY.,AA,42.0101,"Psychology, General.",DB,College Major,1,1
Clemson,SOCIAL SCIENCES.,AA,45.0601,"Economics, General.",LB,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DT,College Major,2,0.090909091
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,CB,College Major,4,0.181818182
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DB,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DE,College Major,2,0.090909091
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,QB,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,FB,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,LB,College Major,5,0.227272727
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,OG,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,WR,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,RB,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,S,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,AA,45.1101,Sociology.,TE,College Major,1,0.045454545
Clemson,SOCIAL SCIENCES.,C,45.1101,Sociology.,P,College Major,1,1
Clemson,SOCIAL SCIENCES.,H,45.1001,"Political Science and Government, General.",WR,College Major,1,1
Florida,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.1001,Pharmacology.,K,College Major,1,1
Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",DB,College Major,1,0.25
Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",K,College Major,1,0.25
Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",LS,College Major,1,0.25
Florida,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0801,"Finance, General.",OL,College Major,1,0.25
Florida,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0501,"Health and Physical Education/Fitness, General.",LB,College Major,1,1
Florida,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0501,"Health and Physical Education/Fitness, General.",LS,College Major,1,0.5
Florida,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,K,College Major,1,0.5
Florida,PSYCHOLOGY.,AA,42.0101,"Psychology, General.",OL,College Major,1,1
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DB,College Major,4,0.133333333
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DL,College Major,6,0.2
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,LB,College Major,6,0.2
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,OL,College Major,4,0.133333333
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,QB,College Major,1,0.033333333
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,RB,College Major,2,0.066666667
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,TE,College Major,1,0.033333333
Florida,SOCIAL SCIENCES.,AA,45.1101,Sociology.,WR,College Major,6,0.2
Florida,SOCIAL SCIENCES.,C,45.0401,Criminology.,OL,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.0601,"Economics, General.",RB,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.1001,"Political Science and Government, General.",OL,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.1101,Sociology.,DL,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.1101,Sociology.,LS,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.1101,Sociology.,OL,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,C,45.1101,Sociology.,WR,College Major,1,0.142857143
Florida,SOCIAL SCIENCES.,PI,45.1101,Sociology.,OL,College Major,1,1
Florida State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,AA,26.0101,"Biology/Biological Sciences, General.",DB,College Major,1,1
Florida State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",QB,College Major,1,1
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",TE,College Major,1,0.333333333
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",WR,College Major,1,0.333333333
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0801,"Finance, General.",LB,College Major,1,0.333333333
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",OL,College Major,1,0.25
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",QB,College Major,1,0.25
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0801,"Finance, General.",DB,College Major,1,0.25
Florida State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0801,"Finance, General.",WR,College Major,1,0.25
Florida State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,QB,College Major,1,0.5
Florida State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,RB,College Major,1,0.5
Florida State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,K,College Major,1,1
Florida State,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,AA,10.0203,Recording Arts Technology/Technician.,DB,College Major,1,1
Florida State,EDUCATION.,AA,13.1202,Elementary Education and Teaching.,LB,College Major,1,1
Florida State,ENGINEERING.,C,14.1301,Engineering Science.,OL,College Major,1,1
Florida State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,AA,23.1301,"Writing, General.",DB,College Major,2,0.666666667
Florida State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,AA,23.1302,Creative Writing.,LB,College Major,1,0.333333333
Florida State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,AA,19.0704,Family Systems.,FB,College Major,1,1
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,DE,College Major,1,0.125
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,DT,College Major,1,0.125
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,LB,College Major,1,0.125
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,OL,College Major,3,0.375
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,WR,College Major,1,0.125
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DT,College Major,1,0.125
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,FB,College Major,1,0.333333333
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,OL,College Major,1,0.333333333
Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,TE,College Major,1,0.333333333
