"","School_Label","BD_C","BD_C_Percentage","CIPFamily","CIPTitle","Year"
"20","Alabama",98,0.021958323997311,30,"MULTI/INTERDISCIPLINARY STUDIES.","2010-2011"
"21","Alabama",208,0.04660542236164,50,"VISUAL AND PERFORMING ARTS.","2010-2011"
"22","Alabama",202,0.045261035178131,45,"SOCIAL SCIENCES.","2010-2011"
"23","Boise State",132,0.050945580856812,42,"PSYCHOLOGY.","2011-2012"
"24","Boise State",65,0.025086839058279,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"25","Boise State",26,0.010034735623311,40,"PHYSICAL SCIENCES.","2011-2012"
"26","Boise State",399,0.153994596680818,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"27","Boise State",39,0.015052103434967,54,"HISTORY.","2011-2012"
"28","Boise State",179,0.069085295252798,45,"SOCIAL SCIENCES.","2011-2012"
"29","Boise State",119,0.045928213045156,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"30","Boise State",3,0.001157854110382,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"31","Boise State",78,0.030104206869934,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"32","Boise State",518,0.199922809725975,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"33","Boise State",181,0.069857197993053,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"34","Boise State",52,0.020069471246623,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"35","Boise State",272,0.104978772674643,13,"EDUCATION.","2011-2012"
"36","Boise State",124,0.047857969895793,14,"ENGINEERING.","2011-2012"
"37","Boise State",91,0.03512157468159,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"38","Boise State",26,0.010034735623311,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"39","Boise State",52,0.020069471246623,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"40","Boise State",13,0.005017367811656,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"41","Boise State",116,0.044770358934774,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"42","Boise State",52,0.020069471246623,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"43","Boise State",13,0.005017367811656,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"44","Boise State",13,0.005017367811656,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"45","Boise State",28,0.010806638363566,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"46","Clemson",69,0.02005814,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"47","Clemson",241,0.07005814,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"48","Clemson",34,0.009883721,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"49","Clemson",241,0.07005814,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"50","Clemson",69,0.02005814,54,"HISTORY.","2011-2012"
"51","Clemson",34,0.009883721,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"52","Clemson",34,0.009883721,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"53","Clemson",103,0.02994186,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"54","Clemson",275,0.07994186,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"55","Clemson",654,0.190116279,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"56","Clemson",34,0.009883721,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"57","Clemson",241,0.07005814,13,"EDUCATION.","2011-2012"
"58","Clemson",585,0.17005814,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"59","Clemson",138,0.040116279,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"60","Clemson",69,0.02005814,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"61","Clemson",34,0.009883721,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"62","Clemson",69,0.02005814,40,"PHYSICAL SCIENCES.","2011-2012"
"63","Clemson",172,0.05,42,"PSYCHOLOGY.","2011-2012"
"64","Clemson",241,0.07005814,45,"SOCIAL SCIENCES.","2011-2012"
"65","Clemson",103,0.02994186,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"66","Florida",522,0.060690617370073,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"67","Florida",114,0.013254272758982,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"68","Florida",22,0.002557842111382,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"69","Florida",786,0.091384722706662,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"70","Florida",1065,0.123822811301012,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"71","Florida",630,0.07324729682595,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"72","Florida",7,0.000813858853622,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"73","Florida",231,0.026857342169515,13,"EDUCATION.","2011-2012"
"74","Florida",1062,0.123474014649459,14,"ENGINEERING.","2011-2012"
"75","Florida",98,0.011394023950703,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"76","Florida",266,0.030926636437624,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"77","Florida",175,0.020346471340542,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"78","Florida",204,0.023718172305546,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"79","Florida",658,0.076502732240437,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"80","Florida",176,0.020462736891059,54,"HISTORY.","2011-2012"
"81","Florida",7,0.000813858853622,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"82","Florida",79,0.009184978490873,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"83","Florida",101,0.011742820602256,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"84","Florida",138,0.016044645971399,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"85","Florida",220,0.025578421113824,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"86","Florida",58,0.006743401930008,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"87","Florida",173,0.020113940239507,40,"PHYSICAL SCIENCES.","2011-2012"
"88","Florida",462,0.05371468433903,42,"PSYCHOLOGY.","2011-2012"
"89","Florida",1111,0.129171026624811,45,"SOCIAL SCIENCES.","2011-2012"
"90","Florida",236,0.027438669922102,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"91","Florida State",346,0.044098903900076,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"92","Florida State",71,0.009049197043079,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"93","Florida State",102,0.013000254906959,40,"PHYSICAL SCIENCES.","2011-2012"
"94","Florida State",16,0.00203925567168,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"95","Florida State",110,0.014019882742799,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"96","Florida State",1478,0.188376242671425,45,"SOCIAL SCIENCES.","2011-2012"
"97","Florida State",401,0.051108845271476,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"98","Florida State",417,0.053148100943156,42,"PSYCHOLOGY.","2011-2012"
"99","Florida State",24,0.00305888350752,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"100","Florida State",354,0.045118531735916,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"101","Florida State",1580,0.201376497578384,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"102","Florida State",291,0.037088962528677,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"103","Florida State",157,0.020010196278358,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"104","Florida State",267,0.034030079021157,13,"EDUCATION.","2011-2012"
"105","Florida State",307,0.039128218200357,14,"ENGINEERING.","2011-2012"
"106","Florida State",409,0.052128473107316,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"107","Florida State",432,0.055059903135356,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"108","Florida State",86,0.010960999235279,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"109","Florida State",307,0.039128218200357,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"110","Florida State",126,0.016059138414479,54,"HISTORY.","2011-2012"
"111","Florida State",479,0.061050216670915,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"112","Florida State",47,0.00599031353556,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"113","Florida State",39,0.00497068569972,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"114","Georgia",246,0.035854831657193,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"115","Georgia",65,0.009473837632998,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"116","Georgia",11,0.0016032648302,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"117","Georgia",590,0.085993295437983,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"118","Georgia",1436,0.209298936015158,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"119","Georgia",27,0.003935286401399,10,"COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.","2011-2012"
"120","Georgia",657,0.095758635767381,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"121","Georgia",42,0.006121556624399,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"122","Georgia",400,0.058300539279988,13,"EDUCATION.","2011-2012"
"123","Georgia",52,0.007579070106398,14,"ENGINEERING.","2011-2012"
"124","Georgia",206,0.030024777729194,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"125","Georgia",312,0.045474420638391,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"126","Georgia",230,0.033522810085993,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"127","Georgia",254,0.037020842442793,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"128","Georgia",172,0.025069231890395,54,"HISTORY.","2011-2012"
"129","Georgia",44,0.006413059320799,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"130","Georgia",157,0.022882961667395,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"131","Georgia",5,0.000728756741,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"132","Georgia",47,0.006850313365399,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"133","Georgia",84,0.012243113248798,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"134","Georgia",208,0.030316280425594,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"135","Georgia",62,0.009036583588398,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"136","Georgia",82,0.011951610552398,40,"PHYSICAL SCIENCES.","2011-2012"
"137","Georgia",459,0.066899868823787,42,"PSYCHOLOGY.","2011-2012"
"138","Georgia",59,0.008599329543798,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"139","Georgia",672,0.09794490599038,45,"SOCIAL SCIENCES.","2011-2012"
"140","Georgia",282,0.041101880192392,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"141","Kansas State",306,0.084065934065934,13,"EDUCATION.","2011-2012"
"142","Kansas State",357,0.098076923076923,14,"ENGINEERING.","2011-2012"
"143","Kansas State",153,0.042032967032967,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"144","Kansas State",47,0.012912087912088,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"145","Kansas State",287,0.078846153846154,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"146","Kansas State",29,0.007967032967033,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"147","Kansas State",415,0.114010989010989,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"148","Kansas State",4,0.001098901098901,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"149","Kansas State",11,0.003021978021978,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"150","Kansas State",142,0.039010989010989,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"151","Kansas State",589,0.161813186813187,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"152","Kansas State",131,0.035989010989011,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"153","Kansas State",84,0.023076923076923,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"154","Kansas State",124,0.034065934065934,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"155","Kansas State",7,0.001923076923077,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"156","Kansas State",33,0.009065934065934,40,"PHYSICAL SCIENCES.","2011-2012"
"157","Kansas State",80,0.021978021978022,42,"PSYCHOLOGY.","2011-2012"
"158","Kansas State",33,0.009065934065934,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"159","Kansas State",397,0.109065934065934,45,"SOCIAL SCIENCES.","2011-2012"
"160","Kansas State",22,0.006043956043956,49,"TRANSPORTATION AND MATERIALS MOVING.","2011-2012"
"161","Kansas State",127,0.03489010989011,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"162","Kansas State",44,0.012087912087912,54,"HISTORY.","2011-2012"
"163","Kansas State",69,0.018956043956044,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"164","Kansas State",7,0.001923076923077,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"165","Kansas State",22,0.006043956043956,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"166","Kansas State",7,0.001923076923077,47,"MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.","2011-2012"
"167","Kansas State",113,0.031043956043956,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"168","Louisiana State",34,0.007392911502501,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"169","Louisiana State",454,0.098717112415743,13,"EDUCATION.","2011-2012"
"170","Louisiana State",483,0.105022831050228,14,"ENGINEERING.","2011-2012"
"171","Louisiana State",28,0.006088280060883,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"172","Louisiana State",65,0.014133507284192,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"173","Louisiana State",79,0.017177647314634,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"174","Louisiana State",147,0.031963470319635,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"175","Louisiana State",151,0.032833224614047,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"176","Louisiana State",239,0.051967819091107,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"177","Louisiana State",49,0.010654490106545,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"178","Louisiana State",68,0.014785823005001,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"179","Louisiana State",133,0.028919330289193,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"180","Louisiana State",21,0.004566210045662,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"181","Louisiana State",61,0.01326375298978,40,"PHYSICAL SCIENCES.","2011-2012"
"182","Louisiana State",356,0.077408132202653,42,"PSYCHOLOGY.","2011-2012"
"183","Louisiana State",181,0.039356381822135,41,"SCIENCE TECHNOLOGIES/TECHNICIANS.","2011-2012"
"184","Louisiana State",145,0.031528593172429,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"185","Louisiana State",85,0.018482278756251,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"186","Louisiana State",1,0.000217438573603,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"187","Louisiana State",141,0.030658838878017,54,"HISTORY.","2011-2012"
"188","Louisiana State",210,0.045662100456621,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"189","Louisiana State",318,0.06914546640574,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"190","Louisiana State",357,0.077625570776256,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"191","Louisiana State",793,0.172428788867145,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"192","Louisville",14,0.005183265457238,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"193","Louisville",104,0.03850425768234,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"194","Louisville",409,0.15142539800074,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"195","Louisville",212,0.078489448352462,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"196","Louisville",196,0.072565716401333,13,"EDUCATION.","2011-2012"
"197","Louisville",278,0.10292484265087,14,"ENGINEERING.","2011-2012"
"198","Louisville",104,0.03850425768234,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"199","Louisville",41,0.015179563124769,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"200","Louisville",210,0.077748981858571,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"201","Louisville",66,0.024435394298408,54,"HISTORY.","2011-2012"
"202","Louisville",136,0.050351721584598,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"203","Louisville",39,0.014439096630877,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"204","Louisville",22,0.008145131432803,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"205","Louisville",226,0.0836727138097,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"206","Louisville",19,0.007034431691966,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"207","Louisville",42,0.015549796371714,40,"PHYSICAL SCIENCES.","2011-2012"
"208","Louisville",208,0.07700851536468,42,"PSYCHOLOGY.","2011-2012"
"209","Louisville",46,0.017030729359496,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"210","Louisville",222,0.082191780821918,45,"SOCIAL SCIENCES.","2011-2012"
"211","Louisville",107,0.039614957423177,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"212","Michigan",65,0.010012322858903,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"213","Michigan",130,0.020024645717807,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"214","Michigan",519,0.079944547134935,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"215","Michigan",389,0.059919901417129,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"216","Michigan",195,0.03003696857671,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"217","Michigan",195,0.03003696857671,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"218","Michigan",130,0.020024645717807,13,"EDUCATION.","2011-2012"
"219","Michigan",1038,0.159889094269871,14,"ENGINEERING.","2011-2012"
"220","Michigan",260,0.040049291435613,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"221","Michigan",260,0.040049291435613,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"222","Michigan",195,0.03003696857671,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"223","Michigan",130,0.020024645717807,54,"HISTORY.","2011-2012"
"224","Michigan",130,0.020024645717807,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"225","Michigan",65,0.010012322858903,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"226","Michigan",195,0.03003696857671,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"227","Michigan",130,0.020024645717807,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"228","Michigan",195,0.03003696857671,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"229","Michigan",65,0.010012322858903,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"230","Michigan",65,0.010012322858903,40,"PHYSICAL SCIENCES.","2011-2012"
"231","Michigan",649,0.099969192852742,42,"PSYCHOLOGY.","2011-2012"
"232","Michigan",65,0.010012322858903,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"233","Michigan",1038,0.159889094269871,45,"SOCIAL SCIENCES.","2011-2012"
"234","Michigan",389,0.059919901417129,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"235","Nebraska",233,0.06266810112964,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"236","Nebraska",76,0.020441097364174,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"237","Nebraska",14,0.003765465303927,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"238","Nebraska",172,0.046261430876815,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"239","Nebraska",833,0.224045185583647,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"240","Nebraska",260,0.06993006993007,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"241","Nebraska",23,0.006186121570737,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"242","Nebraska",301,0.080957504034427,13,"EDUCATION.","2011-2012"
"243","Nebraska",356,0.095750403442711,14,"ENGINEERING.","2011-2012"
"244","Nebraska",87,0.023399677245831,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"245","Nebraska",94,0.025282409897795,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"246","Nebraska",316,0.084991931145777,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"247","Nebraska",68,0.018289402904788,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"248","Nebraska",68,0.018289402904788,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"249","Nebraska",66,0.017751479289941,54,"HISTORY.","2011-2012"
"250","Nebraska",18,0.00484131253362,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"251","Nebraska",10,0.002689618074233,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"252","Nebraska",1,0.000268961807423,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"253","Nebraska",29,0.007799892415277,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"254","Nebraska",77,0.020710059171598,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"255","Nebraska",4,0.001075847229693,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"256","Nebraska",52,0.013986013986014,40,"PHYSICAL SCIENCES.","2011-2012"
