unitid,awlevel,crace15,crace16,cipcode
100724,5,6,4,"04010"
100724,5,16,17,"05020"
100724,5,4,3,"05040"
100724,5,25,22,"05060"
100724,5,9,4,"05090"
100724,5,0,7,"05140"
100724,5,1,2,"05170"
100724,5,4,3,"06020"
100724,5,17,19,"07010"
100724,5,6,65,"08020"
100724,5,2,49,"08230"
100724,5,27,14,"08350"
100724,5,0,43,"08380"
100724,5,3,3,"10020"
100724,5,15,6,"10050"
100724,5,0,1,"11020"
100724,5,0,1,"11050"
100724,5,3,9,"15010"
100724,5,5,3,"17010"
100724,5,4,3,"19020"
100724,5,7,15,"20010"
100724,5,4,3,"21010"
100724,5,9,3,"21030"
100724,5,9,47,"21040"
100724,5,17,26,"21050"
100724,5,7,5,"22050"
100724,5,13,4,"22070"
100724,5,1,5,"22080"
100724,5,214,386,"99000"
100724,7,2,7,"04010"
100724,7,14,67,"08020"
100724,7,2,30,"08080"
100724,7,1,11,"08230"
100724,7,14,15,"08260"
100724,7,7,4,"08270"
100724,7,1,3,"08300"
100724,7,4,3,"08320"
100724,7,5,6,"08330"
100724,7,5,4,"08350"
100724,7,2,1,"08360"
100724,7,5,7,"15010"
100724,7,1,7,"16010"
100724,7,3,4,"22050"
100724,7,4,0,"22080"
100724,7,70,169,"99000"
100812,5,0,4,"04010"
100812,5,8,10,"05010"
100812,5,6,0,"05020"
100812,5,90,34,"05060"
100812,5,0,9,"05140"
100812,5,7,0,"07990"
100812,5,0,47,"08020"
100812,5,0,1,"08230"
100812,5,2,4,"08320"
100812,5,10,3,"08350"
100812,5,1,6,"08380"
100812,5,46,14,"08390"
100812,5,0,2,"10020"
100812,5,1,4,"12990"
100812,5,4,4,"14012"
100812,5,2,5,"15010"
100812,5,4,3,"17010"
100812,5,1,0,"19010"
100812,5,1,0,"19020"
100812,5,2,0,"19050"
100812,5,17,0,"19992"
100812,5,7,12,"20010"
100812,5,15,2,"21050"
100812,5,1,5,"22010"
100812,5,3,1,"22050"
100812,5,2,0,"22070"
100812,5,0,4,"22080"
100812,5,4,8,"22990"
100812,5,9,1,"23012"
100812,5,243,183,"99000"
100858,5,10,1,"01010"
100858,5,27,3,"01020"
100858,5,35,10,"01040"
100858,5,5,0,"01060"
100858,5,18,4,"01070"
100858,5,4,2,"01080"
100858,5,16,17,"01090"
100858,5,25,6,"01110"
100858,5,1,4,"01130"
100858,5,69,2,"01140"
100858,5,2,0,"01990"
100858,5,37,2,"02010"
100858,5,130,4,"02020"
100858,5,3,12,"02030"
100858,5,19,2,"02990"
100858,5,23,10,"04010"
100858,5,1,3,"04020"
100858,5,12,14,"04070"
100858,5,15,7,"04110"
100858,5,5,0,"04180"
100858,5,4,0,"04210"
100858,5,56,16,"05010"
100858,5,100,91,"05020"
100858,5,60,36,"05040"
100858,5,8,2,"05060"
100858,5,125,76,"05090"
100858,5,53,11,"05100"
100858,5,0,19,"05140"
100858,5,12,17,"05150"
100858,5,43,9,"05160"
100858,5,17,7,"05170"
100858,5,8,27,"06020"
100858,5,7,9,"06050"
100858,5,3,74,"08020"
100858,5,1,0,"08070"
100858,5,4,20,"08080"
100858,5,1,23,"08100"
100858,5,0,28,"08150"
100858,5,1,23,"08160"
100858,5,0,58,"08230"
100858,5,2,8,"08310"
100858,5,5,6,"08320"
100858,5,3,10,"08330"
100858,5,6,2,"08340"
100858,5,33,41,"08350"
100858,5,1,12,"08370"
100858,5,2,28,"08380"
100858,5,13,0,"08390"
100858,5,26,2,"08991"
100858,5,0,16,"08992"
100858,5,0,19,"08993"
100858,5,12,0,"09020"
100858,5,15,0,"09030"
100858,5,65,11,"09060"
100858,5,94,9,"09080"
100858,5,127,6,"09090"
100858,5,97,3,"09100"
100858,5,34,10,"09130"
100858,5,7,1,"09150"
100858,5,4,0,"09170"
100858,5,19,40,"10020"
100858,5,3,2,"10040"
100858,5,5,3,"10070"
100858,5,1,15,"11020"
100858,5,2,3,"11030"
100858,5,3,19,"11050"
100858,5,5,6,"12020"
100858,5,55,53,"12112"
100858,5,0,3,"12200"
100858,5,9,32,"12230"
100858,5,6,0,"12990"
100858,5,0,19,"13020"
100858,5,0,5,"13030"
100858,5,0,17,"13040"
100858,5,0,41,"13050"
100858,5,1,24,"13060"
100858,5,0,3,"13070"
100858,5,0,16,"13990"
100858,5,8,30,"15010"
100858,5,1,0,"15030"
100858,5,10,36,"15060"
100858,5,2,1,"15090"
100858,5,1,0,"15100"
100858,5,10,5,"17010"
100858,5,1,3,"17030"
100858,5,10,3,"19020"
100858,5,37,3,"19050"
100858,5,13,2,"19140"
100858,5,1,0,"19170"
100858,5,2,0,"19992"
100858,5,20,40,"20010"
100858,5,11,6,"21020"
100858,5,14,7,"21030"
100858,5,1,7,"21040"
100858,5,22,12,"21050"
100858,5,0,11,"22010"
100858,5,0,1,"22020"
100858,5,5,2,"22040"
100858,5,23,14,"22050"
100858,5,18,13,"22070"
100858,5,4,10,"22080"
100858,5,3,5,"49020"
100858,5,1832,1345,"99000"
100858,7,8,0,"01020"
100858,7,4,0,"01040"
100858,7,5,1,"01060"
100858,7,31,3,"01070"
100858,7,3,2,"01080"
100858,7,2,0,"01100"
100858,7,7,2,"01110"
100858,7,3,0,"01140"
100858,7,2,0,"02990"
100858,7,5,2,"04020"
100858,7,7,3,"04070"
100858,7,21,9,"05060"
100858,7,1,0,"06050"
100858,7,1,25,"08020"
100858,7,1,1,"08050"
100858,7,2,4,"08070"
100858,7,6,6,"08080"
100858,7,0,6,"08100"
100858,7,0,10,"08180"
100858,7,0,18,"08230"
100858,7,6,16,"08260"
100858,7,3,2,"08270"
100858,7,0,5,"08300"
100858,7,5,9,"08320"
100858,7,1,6,"08330"
100858,7,4,7,"08340"
100858,7,12,12,"08350"
100858,7,1,1,"08370"
100858,7,2,6,"08380"
100858,7,5,2,"08390"
100858,7,4,1,"08991"
100858,7,0,8,"08993"
100858,7,3,18,"08999"
100858,7,3,0,"09020"
100858,7,8,0,"09060"
100858,7,15,0,"09080"
100858,7,7,1,"09090"
100858,7,14,0,"09100"
100858,7,9,3,"09130"
100858,7,1,2,"10020"
100858,7,0,1,"10040"
100858,7,0,2,"11020"
100858,7,0,3,"11050"
100858,7,8,6,"12112"
100858,7,4,1,"12190"
100858,7,1,20,"12200"
100858,7,0,4,"13040"
100858,7,2,5,"13050"
100858,7,1,2,"13060"
100858,7,3,15,"15010"
100858,7,5,6,"15060"
100858,7,3,1,"17010"
100858,7,5,0,"19020"
100858,7,0,2,"19050"
100858,7,7,2,"20010"
100858,7,2,3,"22010"
100858,7,2,2,"22040"
100858,7,2,2,"22050"
100858,7,1,0,"22070"
100858,7,1,5,"22080"
100858,7,259,273,"99000"
100858,9,4,0,"01020"
100858,9,2,0,"01040"
100858,9,14,0,"01070"
100858,9,2,0,"04020"
100858,9,4,1,"04070"
100858,9,2,0,"04110"
100858,9,1,2,"04240"
100858,9,0,2,"08020"
100858,9,2,0,"08050"
100858,9,1,1,"08060"
100858,9,1,0,"08080"
100858,9,5,2,"08260"
100858,9,5,2,"08270"
100858,9,1,0,"08290"
100858,9,4,0,"08330"
100858,9,0,2,"08340"
100858,9,9,5,"08390"
100858,9,2,0,"09060"
100858,9,6,0,"09090"
100858,9,1,0,"09100"
100858,9,3,11,"15010"
100858,9,3,0,"17010"
100858,9,0,1,"19020"
100858,9,3,4,"20010"
100858,9,2,3,"22010"
100858,9,1,0,"22050"
100858,9,78,36,"99000"
100858,10,88,27,"12180"
100858,10,88,27,"99000"
100937,5,19,12,"04010"
100937,5,27,18,"05010"
100937,5,21,10,"05020"
100937,5,0,1,"08010"
100937,5,0,10,"08020"
100937,5,0,9,"08230"
100937,5,9,4,"08350"
100937,5,1,3,"10020"
100937,5,1,5,"10040"
100937,5,4,2,"10050"
100937,5,3,2,"10070"
100937,5,0,1,"11020"
100937,5,1,3,"15010"
100937,5,6,0,"15090"
100937,5,4,1,"15100"
100937,5,1,2,"17010"
100937,5,8,2,"19050"
100937,5,4,5,"20010"
100937,5,3,1,"22040"
100937,5,6,2,"22050"
100937,5,5,5,"22070"
100937,5,2,5,"22080"
100937,5,8,4,"49010"
100937,5,2,0,"49990"
100937,5,135,107,"99000"
101879,5,0,4,"02030"
101879,5,18,17,"04010"
101879,5,1,1,"04180"
101879,5,33,30,"05020"
101879,5,11,2,"05040"
101879,5,39,11,"05060"
101879,5,26,18,"05090"
101879,5,0,21,"05140"
101879,5,4,1,"05170"
101879,5,4,1,"05990"
101879,5,0,3,"06020"
101879,5,5,4,"06030"
101879,5,3,53,"08020"
101879,5,2,10,"08100"
101879,5,0,24,"08230"
101879,5,1,2,"08310"
101879,5,6,11,"08320"
101879,5,4,3,"08330"
101879,5,1,0,"08340"
101879,5,33,14,"08350"
101879,5,0,6,"08380"
101879,5,1,4,"08993"
101879,5,3,4,"10020"
101879,5,9,2,"10040"
101879,5,1,4,"10070"
101879,5,3,6,"10090"
101879,5,9,1,"10110"
101879,5,1,45,"12030"
101879,5,0,8,"13010"
101879,5,0,7,"13990"
101879,5,7,19,"15010"
101879,5,1,3,"15060"
101879,5,3,2,"17010"
101879,5,3,0,"19020"
101879,5,10,4,"19050"
101879,5,2,1,"19992"
101879,5,5,5,"20010"
101879,5,1,0,"21020"
101879,5,9,39,"21040"
101879,5,6,7,"21050"
101879,5,0,2,"22010"
101879,5,14,11,"22050"
101879,5,4,1,"22060"
101879,5,11,5,"22070"
101879,5,7,6,"22080"
101879,5,301,422,"99000"
101879,7,5,0,"04010"
101879,7,12,3,"05060"
101879,7,3,82,"08020"
101879,7,33,30,"08030"
101879,7,7,14,"08100"
101879,7,3,19,"08180"
101879,7,9,13,"08260"
101879,7,9,1,"08270"
101879,7,1,1,"08280"
101879,7,0,1,"08300"
101879,7,82,164,"99000"
101435,5,8,3,"04010"
101435,5,1,6,"05020"
101435,5,1,1,"05040"
101435,5,16,4,"05060"
101435,5,1,5,"08020"
101435,5,0,2,"08100"
101435,5,2,2,"08320"
101435,5,3,5,"08350"
101435,5,2,2,"10040"
101435,5,0,2,"10070"
101435,5,0,1,"12020"
101435,5,1,1,"15010"
101435,5,5,3,"15100"
101435,5,2,2,"17010"
101435,5,3,0,"19050"
101435,5,1,5,"20010"
101435,5,0,4,"21040"
101435,5,0,1,"22040"
101435,5,4,2,"22050"
101435,5,2,5,"22080"
101435,5,1,3,"23020"
101435,5,0,4,"23040"
101435,5,53,63,"99000"
101480,5,13,20,"04010"
101480,5,23,2,"05010"
101480,5,26,34,"05020"
101480,5,13,3,"05040"
101480,5,45,17,"05060"
101480,5,18,16,"05090"
101480,5,4,1,"05110"
101480,5,0,22,"05140"
101480,5,1,1,"07010"
101480,5,6,82,"08020"
101480,5,0,1,"08080"
101480,5,0,20,"08100"
101480,5,3,11,"08160"
101480,5,0,49,"08230"
101480,5,2,1,"08310"
101480,5,11,8,"08320"
101480,5,3,5,"08330"
101480,5,34,21,"08350"
101480,5,3,1,"08380"
101480,5,0,8,"08993"
101480,5,3,0,"10020"
101480,5,2,2,"10050"
101480,5,3,4,"10070"
101480,5,0,1,"11020"
101480,5,1,1,"11050"
101480,5,5,52,"12030"
101480,5,0,7,"12230"
101480,5,0,3,"13010"
101480,5,1,4,"13030"
101480,5,2,5,"13060"
101480,5,4,24,"15010"
101480,5,3,7,"17010"
101480,5,1,0,"18010"
101480,5,1,0,"19020"
101480,5,4,1,"19050"
101480,5,10,21,"20010"
101480,5,32,23,"21050"
101480,5,10,1,"22040"
101480,5,10,13,"22050"
101480,5,4,1,"22060"
101480,5,40,6,"22070"
101480,5,11,24,"22080"
101480,5,4,3,"49010"
101480,5,356,526,"99000"
101480,7,7,2,"04010"
101480,7,1,5,"05010"
101480,7,22,4,"05060"
101480,7,2,52,"08020"
101480,7,4,16,"08100"
101480,7,0,2,"08160"
101480,7,0,10,"08230"
101480,7,5,16,"08260"
101480,7,7,0,"08270"
101480,7,2,5,"08320"
101480,7,9,6,"08350"
101480,7,5,0,"08360"
101480,7,0,1,"10050"
101480,7,1,15,"15010"
101480,7,0,6,"16010"
101480,7,0,7,"17010"
101480,7,26,9,"21020"
101480,7,5,0,"21050"
101480,7,2,1,"22050"
101480,7,4,0,"22070"
101480,7,1,1,"49010"
101480,7,103,158,"99000"
101541,5,0,4,"02030"
101541,5,0,4,"04010"
101541,5,0,7,"05010"
101541,5,0,4,"08020"
101541,5,0,3,"08230"
101541,5,0,2,"08320"
101541,5,0,5,"08350"
101541,5,0,1,"08993"
101541,5,0,3,"10020"
101541,5,0,2,"10040"
101541,5,0,5,"13010"
101541,5,0,2,"13030"
101541,5,0,3,"15010"
101541,5,0,2,"17010"
101541,5,0,3,"19050"
101541,5,0,6,"20010"
101541,5,0,2,"22050"
101541,5,0,3,"22080"
101541,5,0,61,"99000"
101587,5,3,6,"04010"
101587,5,2,0,"04180"
101587,5,2,1,"04990"
101587,5,39,18,"05010"
101587,5,9,4,"05020"
101587,5,0,17,"08020"
101587,5,4,2,"08320"
101587,5,11,2,"08350"
101587,5,1,1,"08380"
101587,5,0,3,"10050"
101587,5,2,0,"12230"
101587,5,0,3,"15010"
101587,5,2,0,"17010"
101587,5,3,0,"19050"
101587,5,3,3,"22010"
101587,5,4,4,"22050"
101587,5,4,5,"22080"
101587,5,89,69,"99000"
101587,7,4,36,"08020"
101587,7,11,12,"08030"
101587,7,2,4,"08070"
101587,7,0,4,"08260"
101587,7,3,0,"08270"
101587,7,20,56,"99000"
101675,5,4,5,"04010"
101675,5,18,33,"05060"
101675,5,2,11,"05140"
101675,5,1,1,"05990"
101675,5,3,0,"06050"
101675,5,4,12,"08010"
101675,5,1,6,"15010"
101675,5,1,1,"17010"
101675,5,5,12,"21040"
101675,5,2,2,"22040"
101675,5,5,4,"22070"
101675,5,6,6,"22080"
101675,5,1,0,"22990"
101675,5,53,93,"99000"
101693,5,0,3,"04010"
101693,5,11,9,"05060"
101693,5,0,18,"08020"
101693,5,1,0,"08320"
101693,5,0,1,"08350"
101693,5,2,1,"10030"
101693,5,6,0,"10050"
101693,5,3,18,"12030"
101693,5,1,6,"15010"
101693,5,3,4,"17010"
101693,5,2,6,"20010"
101693,5,8,2,"22050"
101693,5,3,5,"22080"
101693,5,11,0,"23012"
101693,5,51,73,"99000"
101912,5,8,11,"04010"
101912,5,13,6,"05060"
101912,5,0,2,"05140"
101912,5,1,0,"06010"
101912,5,4,18,"08020"
101912,5,1,0,"08340"
101912,5,1,2,"08380"
101912,5,2,3,"10040"
101912,5,0,7,"13010"
101912,5,3,0,"15010"
101912,5,0,2,"17010"
101912,5,2,1,"19010"
101912,5,1,0,"19050"
101912,5,2,4,"20010"
101912,5,0,4,"21040"
101912,5,4,3,"22050"
101912,5,1,0,"22080"
101912,5,28,5,"23012"
101912,5,2,0,"49020"
101912,5,1,1,"49990"
101912,5,74,69,"99000"
102049,5,0,4,"02030"
102049,5,9,8,"04010"
102049,5,2,2,"05010"
102049,5,5,14,"05020"
102049,5,12,6,"05060"
102049,5,12,16,"05090"
102049,5,11,3,"05120"
102049,5,0,4,"05140"
102049,5,2,0,"05170"
102049,5,0,1,"06020"
102049,5,0,20,"08020"
102049,5,0,15,"08230"
102049,5,0,3,"08310"
102049,5,10,15,"08320"
102049,5,5,5,"08350"
102049,5,0,3,"08993"
102049,5,2,2,"10020"
102049,5,2,2,"10040"
102049,5,2,2,"10050"
102049,5,1,2,"10070"
102049,5,1,2,"11020"
102049,5,0,1,"11030"
102049,5,1,2,"11050"
102049,5,1,49,"12030"
102049,5,79,32,"12112"
102049,5,0,1,"12990"
102049,5,0,10,"13010"
102049,5,0,2,"14990"
102049,5,1,8,"15010"
102049,5,6,0,"15100"
102049,5,3,5,"17010"
102049,5,1,0,"19050"
102049,5,3,7,"20010"
102049,5,3,0,"20040"
102049,5,1,0,"21010"
102049,5,2,1,"21050"
102049,5,3,3,"22010"
102049,5,2,0,"22040"
102049,5,12,6,"22050"
102049,5,3,3,"22070"
102049,5,39,0,"23012"
102049,5,7,0,"23020"
102049,5,0,1,"23040"
102049,5,6,4,"23990"
102049,5,1,0,"49020"
102049,5,7,4,"49030"
102049,5,257,268,"99000"
102049,7,0,1,"04010"
102049,7,34,11,"05060"
102049,7,0,9,"08020"
102049,7,1,4,"08030"
102049,7,0,6,"08230"
102049,7,3,2,"08270"
102049,7,1,1,"08280"
102049,7,2,2,"08320"
102049,7,0,1,"08999"
102049,7,0,1,"10050"
102049,7,1,1,"15010"
102049,7,1,0,"17010"
102049,7,1,1,"22050"
102049,7,3,0,"23012"
102049,7,0,1,"23990"
102049,7,47,41,"99000"
102049,10,190,40,"14011"
102049,10,190,40,"99000"
102261,5,0,9,"08020"
102261,5,15,0,"23012"
102261,5,1,2,"23040"
102261,5,1,0,"23990"
102261,5,17,11,"99000"
102261,7,1,2,"23012"
102261,7,1,2,"99000"
102234,5,11,5,"04010"
102234,5,11,8,"05010"
102234,5,4,5,"05020"
102234,5,9,9,"06010"
102234,5,1,4,"08020"
102234,5,1,0,"09990"
102234,5,1,0,"10010"
102234,5,1,0,"14990"
102234,5,4,5,"15010"
102234,5,2,2,"15090"
102234,5,6,0,"19050"
102234,5,6,13,"20010"
102234,5,13,6,"22050"
102234,5,9,3,"22070"
102234,5,2,2,"22080"
102234,5,4,1,"49010"
102234,5,85,63,"99000"
102270,5,3,1,"04010"
102270,5,22,29,"05010"
102270,5,3,9,"08020"
102270,5,7,6,"08350"
102270,5,1,0,"10050"
102270,5,2,4,"15010"
102270,5,3,2,"17010"
102270,5,1,0,"19020"
102270,5,1,2,"19050"
102270,5,5,5,"22050"
102270,5,2,22,"22080"
102270,5,50,80,"99000"
102298,5,7,9,"04010"
102298,5,0,6,"08020"
102298,5,0,14,"08080"
102298,5,1,2,"08350"
102298,5,0,1,"10060"
102298,5,0,5,"15010"
102298,5,1,2,"17010"
102298,5,3,1,"17990"
102298,5,3,2,"19050"
102298,5,4,7,"20010"
102298,5,7,16,"21040"
102298,5,3,9,"22040"
102298,5,5,3,"22050"
102298,5,4,3,"22080"
102298,5,38,80,"99000"
102368,5,10,20,"04010"
102368,5,2,0,"04180"
102368,5,6,3,"04200"
102368,5,45,20,"05010"
102368,5,29,31,"05020"
102368,5,10,4,"05040"
102368,5,147,20,"05060"
102368,5,31,15,"05090"
102368,5,45,0,"05100"
102368,5,0,12,"05140"
102368,5,2,2,"05170"
102368,5,7,10,"06020"
102368,5,3,9,"06030"
102368,5,26,12,"07010"
102368,5,5,63,"08020"
102368,5,2,9,"08080"
102368,5,0,23,"08230"
102368,5,1,3,"08310"
102368,5,18,9,"08320"
102368,5,1,3,"08330"
102368,5,15,12,"08350"
102368,5,0,18,"08380"
102368,5,7,0,"09990"
102368,5,7,3,"10020"
102368,5,1,1,"10070"
102368,5,8,58,"12030"
102368,5,0,2,"12230"
102368,5,3,11,"15010"
102368,5,0,1,"15060"
102368,5,4,4,"17010"
102368,5,0,1,"19010"
102368,5,5,5,"19050"
102368,5,1,0,"19170"
102368,5,15,14,"20010"
102368,5,4,29,"21040"
102368,5,108,30,"21050"
102368,5,0,1,"21990"
102368,5,34,15,"22010"
102368,5,16,6,"22050"
102368,5,618,479,"99000"
102368,7,8,1,"05010"
102368,7,262,27,"05060"
102368,7,0,24,"08020"
102368,7,19,38,"08030"
102368,7,3,9,"08080"
102368,7,4,3,"08210"
102368,7,30,27,"08260"
102368,7,11,11,"08270"
102368,7,0,2,"08280"
102368,7,38,3,"21020"
102368,7,4,3,"21040"
102368,7,43,7,"21050"
102368,7,1,4,"21990"
102368,7,48,2,"22100"
102368,7,471,161,"99000"
102322,5,37,8,"05010"
102322,5,8,13,"05020"
102322,5,5,1,"05060"
102322,5,9,0,"05100"
102322,5,9,0,"05990"
102322,5,11,0,"07010"
102322,5,7,45,"08020"
102322,5,0,3,"08230"
102322,5,1,3,"15010"
102322,5,7,1,"19010"
102322,5,7,3,"20010"
102322,5,3,2,"21040"
102322,5,17,3,"21050"
102322,5,28,4,"22010"
102322,5,7,1,"22050"
102322,5,2,3,"22080"
102322,5,158,90,"99000"
102322,7,13,0,"05010"
102322,7,18,5,"05150"
102322,7,3,65,"08020"
102322,7,5,2,"08210"
102322,7,6,6,"08260"
102322,7,10,0,"08270"
102322,7,0,1,"08310"
102322,7,1,4,"08330"
102322,7,0,3,"08340"
102322,7,0,2,"08380"
102322,7,0,5,"15010"
102322,7,11,10,"21040"
102322,7,8,1,"21050"
102322,7,4,1,"21990"
102322,7,1,3,"22050"
102322,7,80,108,"99000"
102359,5,45,4,"05010"
102359,5,8,4,"05020"
102359,5,2,0,"05040"
102359,5,53,11,"05060"
102359,5,1,0,"05090"
102359,5,16,0,"05100"
102359,5,0,1,"05140"
102359,5,3,2,"05990"
102359,5,39,2,"07010"
102359,5,1,10,"08020"
102359,5,0,1,"08100"
102359,5,0,4,"15010"
102359,5,2,2,"17010"
102359,5,5,4,"20010"
102359,5,0,1,"21040"
102359,5,65,13,"21050"
102359,5,23,14,"22010"
102359,5,5,1,"22050"
102359,5,9,5,"22080"
102359,5,277,79,"99000"
102359,7,65,11,"05150"
102359,7,3,43,"08020"
102359,7,2,12,"08030"
102359,7,20,4,"08070"
102359,7,1,4,"08100"
102359,7,15,3,"08210"
102359,7,1,4,"08260"
102359,7,9,5,"08270"
102359,7,2,2,"08350"
102359,7,19,1,"21010"
102359,7,8,11,"21040"
102359,7,67,12,"21050"
102359,7,1,2,"21990"
102359,7,213,114,"99000"
102377,5,13,2,"01030"
102377,5,36,27,"01040"
102377,5,14,4,"02020"
102377,5,18,20,"04010"
102377,5,14,16,"05020"
102377,5,30,21,"05060"
102377,5,2,28,"08020"
102377,5,0,10,"08230"
102377,5,11,15,"08350"
102377,5,5,1,"08390"
102377,5,9,2,"08991"
102377,5,0,8,"08993"
102377,5,30,5,"09090"
102377,5,18,2,"09100"
102377,5,8,0,"09250"
102377,5,1,45,"12030"
102377,5,3,13,"12120"
102377,5,1,18,"13030"
102377,5,3,2,"13060"
102377,5,2,1,"13070"
102377,5,5,10,"15010"
102377,5,1,1,"15090"
102377,5,7,8,"17010"
102377,5,2,1,"19050"
102377,5,8,18,"21040"
102377,5,1,0,"22010"
102377,5,2,2,"22040"
102377,5,1,1,"22050"
102377,5,0,1,"22060"
102377,5,11,11,"22070"
102377,5,1,13,"22080"
102377,5,257,306,"99000"
102377,7,3,0,"01030"
102377,7,3,0,"01040"
102377,7,1,0,"01990"
102377,7,1,0,"02020"
102377,7,3,4,"04010"
102377,7,0,2,"08020"
102377,7,0,5,"08070"
102377,7,0,2,"08100"
102377,7,1,0,"08160"
102377,7,0,4,"08230"
102377,7,3,0,"08250"
102377,7,0,9,"08260"
102377,7,1,5,"08270"
102377,7,0,1,"08300"
102377,7,2,0,"08991"
102377,7,0,5,"08993"
102377,7,6,0,"09090"
102377,7,3,0,"09100"
102377,7,2,0,"09200"
102377,7,3,0,"12190"
102377,7,2,2,"13060"
102377,7,0,1,"15010"
102377,7,2,0,"19050"
102377,7,36,40,"99000"
102377,10,26,16,"12180"
102377,10,26,16,"99000"
100751,5,7,11,"03130"
100751,5,36,17,"04010"
100751,5,10,12,"04110"
100751,5,0,1,"04140"
100751,5,2,4,"04180"
100751,5,55,14,"05010"
100751,5,93,59,"05020"
100751,5,2,1,"05030"
100751,5,19,4,"05040"
100751,5,25,10,"05050"
100751,5,3,5,"05060"
100751,5,93,34,"05090"
100751,5,12,3,"05100"
100751,5,21,1,"05110"
100751,5,10,0,"05120"
100751,5,0,19,"05140"
100751,5,38,23,"05160"
100751,5,4,2,"05170"
100751,5,28,64,"06010"
100751,5,19,19,"06020"
100751,5,35,45,"06040"
100751,5,41,18,"06050"
100751,5,3,2,"07010"
100751,5,1,1,"07030"
100751,5,4,42,"08020"
100751,5,3,35,"08100"
100751,5,0,17,"08120"
100751,5,0,21,"08160"
100751,5,0,5,"08200"
100751,5,1,63,"08230"
100751,5,0,3,"08310"
100751,5,5,5,"08320"
100751,5,38,38,"08350"
100751,5,3,5,"08380"
100751,5,14,0,"08390"
100751,5,0,9,"08993"
100751,5,6,0,"09010"
100751,5,4,1,"09020"
100751,5,23,3,"09060"
100751,5,35,8,"09080"
100751,5,32,1,"09090"
100751,5,26,1,"09100"
100751,5,10,6,"09130"
100751,5,8,0,"09140"
100751,5,29,6,"09180"
