ID_School,ID_Sport,Season,Number,Player,Last_Name,First_Name,Position,Height,Weight,Year,Hometown_PriorSchool,Player URL
UNC,FBALL,2011-2012,14  ,Braden Hanson,Hanson,Braden,Quarterback,6/6/13,215,Jr.,"Charlotte, N.C. (Charlotte Latin)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676952&Q
UNC,FBALL,2011-2012,14  ,Thomas Moore,Moore,Thomas,Place-Kicker,5/10/13,190,Fr.,"Chapel Hill, N.C. (East Chapel Hill)",
UNC,FBALL,2011-2012,15  ,A.J. Blue,Blue,A.J.,Quarterback,6/2/13,230,So.,"Dallas, N.C. (North Gaston/Hargrave M.A.)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497730&Q
UNC,FBALL,2011-2012,16  ,Alex Dixon,Dixon,Alex,Defensive Back,6/1/00,180,Fr.,"Clearwater, Fla. (Countryside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497667&Q
UNC,FBALL,2011-2012,17  ,Miller Snyder,Snyder,Miller,Punter/Kicker,6/2/13,175,Fr.,"Charlotte, N.C. (Myers Park)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497754&Q
UNC,FBALL,2011-2012,18  ,Josh Hunter,Hunter,Josh,Cornerback,6/2/13,200,So.,"Charlotte, N.C. (Mallard Creek)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676831&Q
UNC,FBALL,2011-2012,19  ,Trase Jones,Jones,Trase,H,6/1/00,195,Sr.,"Roanoke Rapids, N.C. (Roanoke Rapids)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677209&Q
UNC,FBALL,2011-2012,20  ,Brandon Ellerbe,Ellerbe,Brandon,Defensive Back,6/1/00,200,Fr.,"Wadesboro, N.C. (Anson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497747&Q
UNC,FBALL,2011-2012,21  ,Romar Morris,Morris,Romar,Running Back,5/10/13,180,Fr.,"Salisbury, N.C. (Salisbury)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497666&Q
UNC,FBALL,2011-2012,23  ,Darius Lipford,Lipford,Darius,Linebacker,6/3/13,230,So.,"Lenoir, N.C. (Hibriten)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497748&Q
UNC,FBALL,2011-2012,24  ,Jordan Darty,Darty,Jordan,Wide Receiver,5/11/13,185,Fr.,"Statesville, N.C. (Statesville)",
UNC,FBALL,2011-2012,24  ,Terry Shankle,Shankle,Terry,Cornerback,5/11/13,180,So.,"Norwood, N.C. (South Stanly)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497701&Q
UNC,FBALL,2011-2012,25  ,Mark McNeill,McNeill,Mark,Wide Receiver,6/4/13,205,Fr.,"West River, Md. (St. Mary's)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497743&Q
UNC,FBALL,2011-2012,25  ,Matt Merletti,Merletti,Matt,Safety,5/11/13,205,Sr.,"Cleveland, Ohio (St. Ignatius)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676696&Q
UNC,FBALL,2011-2012,27  ,Darien Rankin,Rankin,Darien,Defensive Back,5/11/13,185,Fr.,"Salisbury, N.C. (Salisbury)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497688&Q
UNC,FBALL,2011-2012,28  ,Jonathan Smith,Smith,Jonathan,Safety,6/2/13,210,Sr.,"Durham, N.C. (Hillside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677182&Q
UNC,FBALL,2011-2012,29  ,Brian Gupton,Gupton,Brian,Safety,6/3/13,200,Sr.,"Nashville, Tenn. (Pearl-Cohn)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676798&Q
UNC,FBALL,2011-2012,30  ,C.J. Feagles,Feagles,C.J.,Punter,6/1/00,215,So.,"Ridgewood, N.J. (Ridgewood)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676923&Q
UNC,FBALL,2011-2012,32  ,Ryan Houston,Houston,Ryan,Tailback,6/2/13,245,Sr.,"Charlotte, N.C. (Butler)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677023&Q
UNC,FBALL,2011-2012,33  ,Christian Wilson,Wilson,Christian,Tight End,6/3/13,250,Sr.,"McKees Rocks, Pa. (Montour)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677227&Q
UNC,FBALL,2011-2012,34  ,Kameron Jackson,Jackson,Kameron,Defensive Back,5/11/13,180,Fr.,"Madison, Ala. (Madison Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497685&Q
UNC,FBALL,2011-2012,36  ,DJ Bunn,Bunn,DJ,Safety,6/1/00,205,So.,"Smithfield, N.C. (Hargrave MA) (Smithfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497704&Q
UNC,FBALL,2011-2012,38  ,Curtis Byrd,Byrd,Curtis,Fullback,6/1/13,255,Sr.,"Durham, N.C. (Riverside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677068&Q
UNC,FBALL,2011-2012,40  ,Hunter Furr,Furr,Hunter,Running Back,6/1/00,210,Jr.,"Lewisville, N.C. (Mount Tabor)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677152&Q
UNC,FBALL,2011-2012,41  ,Tim Scott,Scott,Tim,Defensive Back,5/11/13,175,Fr.,"Fredericksburg, Va. (Colonial Forge)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497684&Q
UNC,FBALL,2011-2012,43  ,Curtis Campbell,Campbell,Curtis,Linebacker,6/2/13,225,So.,"Chesapeake, Va. (Grassfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497751&Q
UNC,FBALL,2011-2012,43  ,Steven Cobb,Cobb,Steven,Wide Receiver,6/2/13,180,Fr.,"Myrtle Beach, SC (Myrtle Beach)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676872&Q
UNC,FBALL,2011-2012,47  ,Zach Brown,Brown,Zach,Linebacker,6/2/13,230,Sr.,"Columbia, Md. (Hargrave MA) (Wilde Lake)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676907&Q
UNC,FBALL,2011-2012,51  ,Jarrod James,James,Jarrod,Offensive Line,6/3/13,275,Fr.,"Goldsboro, N.C. (Aycock)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497756&Q
UNC,FBALL,2011-2012,52  ,Norkeithus Otis,Otis,Norkeithus,Linebacker,6/1/13,210,Fr.,"Gastonia, N.C. (Ashbrook)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497716&Q
UNC,FBALL,2011-2012,53  ,Alec Petrocelli,Petrocelli,Alec,Defensive End,6/3/13,230,Fr.,"Madeira Beach, Fla. (Clearwater Central Catholic)",
UNC,FBALL,2011-2012,55  ,Matt Braswell,Braswell,Matt,DS,6/1/13,230,Fr.,"Wilmington, NC (Hoggard)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676796&Q
UNC,FBALL,2011-2012,55  ,Tommy Heffernan,Heffernan,Tommy,Linebacker,6/1/13,215,Fr.,"Miami, Fla. (Christopher Columbus)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497760&Q
UNC,FBALL,2011-2012,56  ,PJ Clyburn,Clyburn,PJ,Linebacker,6/2/13,215,Fr.,"Statesville, N.C. (West Iredell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677075&Q
UNC,FBALL,2011-2012,58  ,Jordan Marsh,Marsh,Jordan,Offensive Line,6/2/13,290,So.,"Mooresville, N.C. (Mooresville)",
UNC,FBALL,2011-2012,58  ,Ebele Okakpu,Okakpu,Ebele,Linebacker,6/2/13,225,Sr.,"Roswell, Ga. (Roswell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676852&Q
UNC,FBALL,2011-2012,60  ,Russell Bodine,Bodine,Russell,Center,6/4/13,305,Fr.,"Scottsville, Va. (Fork Union, M.A.)",
UNC,FBALL,2011-2012,61  ,Mark House,House,Mark,DS,6/1/13,220,Sr.,"Wilmington, N.C. (Hoggard)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676880&Q
UNC,FBALL,2011-2012,62  ,David Collins,Collins,David,Offensive Guard,6/8/13,310,So.,"Kernersville, N.C. (East Forsyth)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497676&Q
UNC,FBALL,2011-2012,65  ,Cameron Holland,Holland,Cameron,Center,6/2/13,320,Sr.,"Pittsburgh, Pa. (Perry Traditional Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676894&Q
UNC,FBALL,2011-2012,66  ,Alex Coulthard,Coulthard,Alex,Offensive Line,6/6/13,310,Fr.,"Hamlet, NC (Richmond County)",
UNC,FBALL,2011-2012,67  ,Mack Lloyd,Lloyd,Mack,DS,6/1/00,250,So.,"Cary, N.C. (Green Hope)",
UNC,FBALL,2011-2012,68  ,James Hurst,Hurst,James,Offensive Tackle,6/7/13,310,So.,"Plainfield, Ind. (Plainfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497691&Q
UNC,FBALL,2011-2012,69  ,Nick Appel,Appel,Nick,Offensive Tackle,6/6/13,305,Fr.,"Vienna, Va. (Bishop O'Connell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497664&Q
UNC,FBALL,2011-2012,70  ,Alex Marrs,Marrs,Alex,DS,6/1/00,245,Fr.,"Bluefield, Va. (Graham)",
UNC,FBALL,2011-2012,70  ,Shawn Underwood,Underwood,Shawn,Defensive Tackle,6/1/13,300,Fr.,"Fuquay-Varina, N.C. (Fuquay-Varina)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497683&Q
UNC,FBALL,2011-2012,71  ,Carl Gaskins,Gaskins,Carl,Offensive Tackle,6/5/13,315,Sr.,"Melbourne, Fla. (Palm Bay)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676988&Q
UNC,FBALL,2011-2012,72  ,Kiaro Holts,Holts,Kiaro,Offensive Line,6/4/13,285,Fr.,"Indianapolis, Ind. (Warren Central)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497697&Q
UNC,FBALL,2011-2012,74  ,Devonte Brown,Brown,Devonte,Defensive Line,6/4/13,295,Fr.,"Fayetteville, N.C. (Jack Britt)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497649&Q
UNC,FBALL,2011-2012,75  ,T.J. Leifheit,Leifheit,T.J.,Offensive Tackle,6/7/13,325,Fr.,"Wilmington, N.C. (Hoggard)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497677&Q
UNC,FBALL,2011-2012,78  ,Jordan Nix,Nix,Jordan,Defensive Tackle,6/3/13,295,Sr.,"Lawton, Okla. (Northeast Oklahoma A&M) (MacArthur)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677210&Q
UNC,FBALL,2011-2012,78  ,Landon Turner,Turner,Landon,Offensive Guard,6/4/13,320,Fr.,"Harrisonburg, Va. (Harrisonburg)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497718&Q
UNC,FBALL,2011-2012,80  ,Jack Tabb,Tabb,Jack,Tight End,6/3/13,240,Fr.,"Red Bank, N.J. (Red Bank Catholic)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497694&Q
UNC,FBALL,2011-2012,81  ,Eric Albright,Albright,Eric,Tight End,6/6/13,210,Fr.,"Raleigh, N.C. (Cardinal Gibbons)",
UNC,FBALL,2011-2012,81  ,Reggie Wilkins,Wilkins,Reggie,Wide Receiver,5/10/13,175,Fr.,"Shelby, N.C. (Crest)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497648&Q
UNC,FBALL,2011-2012,83  ,Dwight Jones,Jones,Dwight,Wide Receiver,6/4/13,225,Sr.,"Burlington, N.C. (Hargrave MA) (Cummings)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676850&Q
UNC,FBALL,2011-2012,85  ,Eric Ebron,Ebron,Eric,Tight End,6/4/13,230,Fr.,"Greensboro, N.C. (Smith)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497726&Q
UNC,FBALL,2011-2012,86  ,Darien McNeill,McNeill,Darien,Wide Receiver,6/2/13,190,Fr.,"Sanford, N.C. (Western Harnett)",
UNC,FBALL,2011-2012,90  ,Quinton Coples,Coples,Quinton,Defensive Tackle,6/6/13,285,Sr.,"Kinston, N.C. (Hargrave MA) (Kinston)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676820&Q
UNC,FBALL,2011-2012,91  ,Tydreke Powell,Powell,Tydreke,Defensive Tackle,6/3/13,310,Sr.,"Ahoskie, N.C. (Hertford County)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676723&Q
UNC,FBALL,2011-2012,93  ,Tim Jackson,Jackson,Tim,Defensive End,6/5/13,260,So.,"St. Petersburg, Fla. (Gibbs)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497702&Q
UNC,FBALL,2011-2012,94  ,Brandon Willis,Willis,Brandon,Defensive Tackle,6/3/13,270,Fr.,"Duncan, S.C. (Bynes/UCLA)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676963&Q
UNC,FBALL,2011-2012,95  ,Kareem Martin,Martin,Kareem,Defensive End,6/6/13,260,So.,"Roanoke Rapids, N.C. (Roanoke Rapids)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497668&Q
UNC,FBALL,2011-2012,96  ,Ethan Farmer,Farmer,Ethan,Defensive Tackle,6/3/13,280,Fr.,"Tabor City, N.C. (South Columbus)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497675&Q
UNC,FBALL,2011-2012,97  ,Tyler Alberts,Alberts,Tyler,Athlete,6/7/13,225,Fr.,"Clemmons, N.C. (Forsyth Country Day)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497656&Q
UNC,FBALL,2011-2012,97  ,Parker Thomas,Thomas,Parker,TE/DS,6/5/13,225,So.,"Winston-Salem, N.C. (Mount Tabor)",
UNC,FBALL,2011-2012,98  ,Donte Paige-Moss,Paige-Moss,Donte,Defensive End,6/4/13,260,Jr.,"Jacksonville, N.C. (Northside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205677054&Q
UNC,FBALL,2012-2013,2  ,Bryn Renner,Renner,Bryn,Quarterback,6/3/13,215,Jr.,"West Springfield, Va. (West Springfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497717&Q
UNC,FBALL,2012-2013,3  ,Sam Smiley,Smiley,Sam,Safety,5/11/13,185,RFr.,"Jacksonville, Fla. (Raines)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497746&Q
UNC,FBALL,2012-2013,3  ,Reggie Wilkins,Wilkins,Reggie,Wide Receiver,5/10/13,175,So.,"Shelby, N.C. (Crest)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497648&Q
UNC,FBALL,2012-2013,4  ,Thomas Moore,Moore,Thomas,Place-Kicker,5/10/13,200,So.,"Chapel Hill, N.C. (East Chapel Hill)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497687&Q
UNC,FBALL,2012-2013,4  ,Jabari Price,Price,Jabari,Cornerback,6/1/00,195,Jr.,"Pompano Beach, Fla. (Blanche Ely)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497734&Q
UNC,FBALL,2012-2013,5  ,T.J. Thorpe,Thorpe,T.J.,Wide Receiver,6/1/00,195,So.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497671&Q
UNC,FBALL,2012-2013,6  ,Sean Tapley,Tapley,Sean,Wide Receiver,6/1/13,185,So.,"Jacksonville, Fla. (Raines)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497660&Q
UNC,FBALL,2012-2013,7  ,Drew Davis,Davis,Drew,Quarterback,6/2/13,205,Fr.,"Chapel Hill, N.C. (Chapel Hill)",
UNC,FBALL,2012-2013,7  ,Tim Scott,Scott,Tim,Cornerback,5/11/13,190,So.,"Fredericksburg, Va. (Colonial Forge)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497684&Q
UNC,FBALL,2012-2013,8  ,Travis Riley,Riley,Travis,Tailback,6/1/13,210,RFr.,"Kannapolis, N.C. (A.L. Brown)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497655&Q
UNC,FBALL,2012-2013,9  ,Travis Hughes,Hughes,Travis,Linebacker,6/2/13,230,So.,"Virginia Beach, Va. (Kempsville)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497759&Q
UNC,FBALL,2012-2013,10  ,Tre Boston,Boston,Tre,Safety,6/1/13,190,Jr.,"Ft. Myers, Fla. (North Fort Myers)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497674&Q
UNC,FBALL,2012-2013,12  ,Andrew Moore,Moore,Andrew,Cornerback,5/11/13,195,Fr.,"Chapel Hill, N.C. (East Chapel Hill)",
UNC,FBALL,2012-2013,12  ,Marquise Williams,Williams,Marquise,Quarterback,6/2/13,215,RFr.,"Charlotte, N.C. (Mallard Creek)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497749&Q
UNC,FBALL,2012-2013,13  ,Phillip Williamson,Williamson,Phillip,Linebacker,6/3/13,210,Fr.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497643&Q
UNC,FBALL,2012-2013,14  ,Quinshad Davis,Davis,Quinshad,Wide Receiver,6/4/13,185,Fr.,"Gaffney, S.C. (Gaffney)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497698&Q
UNC,FBALL,2012-2013,14  ,Clint Heaven,Heaven,Clint,Safety,6/1/00,190,Fr.,"Palmetto, Fla. (Manatee)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497663&Q
