ID_School,ID_Sport,Season,Number,Player,Last_Name,First_Name,Position,Height,Weight,Year,Eligibility,Hometown/Prior_School,Player_URL,Birthday
USC,FBALL,2012-2013,16,Anthony Brown,Brown,Anthony,CB,5/9/13,180,RS SO,1V,"Rialto, CA (Kaiser HS)",http://www.usctrojans.com/sports/m-footbl/mtt/brown_anthony00.html,
USC,FBALL,2012-2013,17,Devian Shelton,Shelton,Devian,CB,6/2/13,185,FR,--,"Inglewood, CA (Inglewood HS)",http://www.usctrojans.com/sports/m-footbl/mtt/shelton_devian00.html,
USC,FBALL,2012-2013,17,Emon Saee,Saee,Emon,QB,6/1/13,200,RS SR,SQ,Calabasas (Calabasas),http://www.usctrojans.com/sports/m-footbl/mtt/saee_emon00.html,
USC,FBALL,2012-2013,18,Dion Bailey,Bailey,Dion,LB,6/1/00,210,RS SO,1V,"Lakewood, CA (Lakewood HS)",http://www.usctrojans.com/sports/m-footbl/mtt/bailey_dion00.html,
USC,FBALL,2012-2013,18,John Manoogian,Manoogian,John,QB,6/1/00,220,RS SR,SQ,Los Angeles (Windward),http://www.usctrojans.com/sports/m-footbl/mtt/manoogian_john00.html,
USC,FBALL,2012-2013,19,Drew Mcallister,Mcallister,Drew,S,6/1/13,205,RS SR,4V,"Danville, CA (Monte Vista HS)",http://www.usctrojans.com/sports/m-footbl/mtt/mcallister_drew00.html,
USC,FBALL,2012-2013,21,Nickell Robey,Robey,Nickell,CB,5/8/13,165,JR,2V,"Frostproof, FL (Frostproof HS)",http://www.usctrojans.com/sports/m-footbl/mtt/robey_nickell00.html,
USC,FBALL,2012-2013,22,Curtis Mcneal,Mcneal,Curtis,TB,5/7/13,190,RS SR,2V,"Los Angeles, CA (Venice HS)",http://www.usctrojans.com/sports/m-footbl/mtt/mcneal_curtis00.html,
USC,FBALL,2012-2013,23,Alec Jaffe,Jaffe,Alec,TB,5/11/13,195,RS FR,--,Laguna Beach (Fullerton JC),http://www.usctrojans.com/sports/m-footbl/mtt/jaffe_alec00.html,
USC,FBALL,2012-2013,23,Kevon Seymour,Seymour,Kevon,CB,6/1/00,170,FR,,"Pasadena, CA (Muir HS)",http://www.usctrojans.com/sports/m-footbl/mtt/seymour_kevon00.html,
USC,FBALL,2012-2013,24,Demetrius Wright,Wright,Demetrius,S,6/1/13,195,JR,2V,"Corona, CA (Corona HS)",http://www.usctrojans.com/sports/m-footbl/mtt/wright_demetrius00.html,
USC,FBALL,2012-2013,24,Eric Matranga,Matranga,Eric,WR,5/10/13,180,SR,TR,Carmichael (Glendale JC),http://www.usctrojans.com/sports/m-footbl/mtt/matranga_eric01.html,
USC,FBALL,2012-2013,25,Silas Redd,Redd,Silas,TB,5/10/13,200,JR,,"Norwalk, CT (Penn State)",http://www.usctrojans.com/sports/m-footbl/mtt/redd_silas00.html,
USC,FBALL,2012-2013,26,Josh Shaw,Shaw,Josh,S,6/1/13,190,RS SO,TR,"Palmdale, CA (Florida)",http://www.usctrojans.com/sports/m-footbl/mtt/shaw_josh00.html,
USC,FBALL,2012-2013,26,Spencer Darlin,Darlin,Spencer,WR,5/10/13,175,RS SO,--,"Encinitas, Ca. (La Costa Canyon)",http://www.usctrojans.com/sports/m-footbl/mtt/darlin_spencer00.html,
USC,FBALL,2012-2013,27,Gerald Bowman,Bowman,Gerald,S,6/1/13,215,JR,JC,"Philadelphia, PA (Los Angeles Pierce JC)",http://www.usctrojans.com/sports/m-footbl/mtt/bowman_gerald00.html,
USC,FBALL,2012-2013,28,Christian Tober,Tober,Christian,WR,5/9/13,175,FR,,"San Clemente, Ca. (San Clemente HS)",http://www.usctrojans.com/sports/m-footbl/mtt/tober_christian00.html,
USC,FBALL,2012-2013,28,Luke Freeman,Freeman,Luke,LB,5/10/13,200,RS JR,SQ,Westlake Village (Westlake),http://www.usctrojans.com/sports/m-footbl/mtt/freeman_luke00.html,
USC,FBALL,2012-2013,29,Jawanza Starling,Starling,Jawanza,S,6/1/13,200,SR,3V,"Tallahassee, FL (Lincoln HS)",http://www.usctrojans.com/sports/m-footbl/mtt/starling_jawanza00.html,
USC,FBALL,2012-2013,30,D.J. Morgan,Morgan,D.J.,TB,5/10/13,190,RS SO,1V,"Pacoima, CA (Taft HS)",http://www.usctrojans.com/sports/m-footbl/mtt/morgan_dj00.html,
USC,FBALL,2012-2013,30,Brian Baucham,Baucham,Brian,CB,5/11/13,170,RS SR,2V,"Torrance, CA (West Torrance HS)",http://www.usctrojans.com/sports/m-footbl/mtt/baucham_brian00.html,
USC,FBALL,2012-2013,31,Soma Vainuku,Vainuku,Soma,FB,6/1/00,250,RS FR,SQ,"Eureka, CA (Eureka HS)",http://www.usctrojans.com/sports/m-footbl/mtt/vainuku_soma01.html,
USC,FBALL,2012-2013,34,Cody Skene,Skene,Cody,WR,5/9/13,165,RS JR,SQ,Oak Park (Moorpark JC),http://www.usctrojans.com/sports/m-footbl/mtt/skene_cody00.html,
USC,FBALL,2012-2013,34,Tony Burnett,Burnett,Tony,LB,6/1/13,205,RS SR,2V,Watts (Los Angeles SW JC),http://www.usctrojans.com/sports/m-footbl/mtt/burnett_tony00.html,
USC,FBALL,2012-2013,35,Kyle Negrete,Negrete,Kyle,P,6/1/00,225,RS SR,1V,"Fresno, CA (San Diego)",http://www.usctrojans.com/sports/m-footbl/mtt/negrete_kyle00.html,
USC,FBALL,2012-2013,35,Kris Albarado,Albarado,Kris,P,5/10/13,200,RS FR,SQ,"Lake Charles, LA (St. Louis HS)",http://www.usctrojans.com/sports/m-footbl/mtt/albarado_kris00.html,
USC,FBALL,2012-2013,36,John Akiba,Akiba,John,TB,5/8/13,185,RS JR,--,Mission Viejo (Saddleback JC),http://www.usctrojans.com/sports/m-footbl/mtt/akiba_john00.html,
USC,FBALL,2012-2013,36,William Tober,Tober,William,CB,5/9/13,170,RS JR,,"San Clemente, Ca. (San Clemente HS)",http://www.usctrojans.com/sports/m-footbl/mtt/tober_william00.html,
USC,FBALL,2012-2013,37,Luis Nevarez,Nevarez,Luis,S,6/1/00,190,RS JR,SQ,"Visalia, Calif. (College of the Sequoias)",http://www.usctrojans.com/sports/m-footbl/mtt/nevarez_luis00.html,
USC,FBALL,2012-2013,37,Javorious Allen,Allen,Javorious,TB,6/1/13,210,RS FR,SQ,"Tallahasse, FL (Lincoln HS)",http://www.usctrojans.com/sports/m-footbl/mtt/allen_javorious00.html,
USC,FBALL,2012-2013,38,Jahleel Pinner,Pinner,Jahleel,FB,5/11/13,225,FR,--,"Rancho Santa Margarita, CA (Mission Viejo HS)",http://www.usctrojans.com/sports/m-footbl/mtt/pinner_jahleel00.html,
USC,FBALL,2012-2013,38,Elijah Steen,Steen,Elijah,S,6/1/13,205,FR,,"Irvine, CA (Beckman HS)",http://www.usctrojans.com/sports/m-footbl/mtt/steen_elijah00.html,
USC,FBALL,2012-2013,39,Simione Vehikite,Vehikite,Simione,LB,5/11/13,225,RS JR,1V,"Kapolei, HI (Kapolei)",http://www.usctrojans.com/sports/m-footbl/mtt/vehikite_simione01.html,
USC,FBALL,2012-2013,39,Alex Wood,Wood,Alex,PK,5/10/13,175,FR,,"Mercer Island, WA (Mercer Island HS)",http://www.usctrojans.com/sports/m-footbl/mtt/wood_alex00.html,
USC,FBALL,2012-2013,40,Jabari Ruffin,Ruffin,Jabari,DE-LB,6/4/13,230,FR,--,"Downey, CA (Downey HS)",http://www.usctrojans.com/sports/m-footbl/mtt/ruffin_jabari00.html,
USC,FBALL,2012-2013,40,Robert Mojica,Mojica,Robert,TB,5/9/13,180,SR,TR,Dana Point (SMU),http://www.usctrojans.com/sports/m-footbl/mtt/mojica_robert00.html,
USC,FBALL,2012-2013,41,J.T. Kerr,Kerr,J.T.,TE,6/4/13,230,JR,,"San Diego, Calif. (Nebraska)",http://www.usctrojans.com/sports/m-footbl/mtt/kerr_jt00.html,
USC,FBALL,2012-2013,41,John Auran,Auran,John,S,5/10/13,195,RS JR,SQ,"Phoenix, AZ (Brophy College Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/auran_john00.html,
USC,FBALL,2012-2013,42,Hunter Simmons,Simmons,Hunter,FB,6/1/13,240,RS JR,1V,"Pasadena, Ca. (Loyola HS)",http://www.usctrojans.com/sports/m-footbl/mtt/simmons_hunter00.html,
USC,FBALL,2012-2013,42,Devon Kennard,Kennard,Devon,DE,6/3/13,260,SR,2V,"Phoenix, AZ (Desert Vista HS)",http://www.usctrojans.com/sports/m-footbl/mtt/kennard_devon00.html,
USC,FBALL,2012-2013,44,Rob Dooley,Dooley,Rob,S,6/1/13,190,FR,,"Chicago, Ill. (Loyola Academy)",http://www.usctrojans.com/sports/m-footbl/mtt/dooley_rob00.html,
USC,FBALL,2012-2013,44,Chandler Larsen,Larsen,Chandler,FB-TE,6/1/00,225,RS SR,--,"Oak Park, Calif. (Oak Park HS)",http://www.usctrojans.com/sports/m-footbl/mtt/larsen_chandler00.html,
USC,FBALL,2012-2013,45,Doug Scott,Scott,Doug,LB,6/2/13,200,RS SR,SQ,"San Diego, Calif. (Cathedral Catholic/WMU/El Camino JC)",http://www.usctrojans.com/sports/m-footbl/mtt/scott_doug00.html,
USC,FBALL,2012-2013,45,Charles Burks,Burks,Charles,FB-DE,6/1/00,230,RS FR,SQ,"Costa Mesa, CA (Edison HS)",http://www.usctrojans.com/sports/m-footbl/mtt/burks_charles00.html,
USC,FBALL,2012-2013,46,Craig Mcmahon,Mcmahon,Craig,PK,6/1/13,190,RS SO,SQ,Bakersfield (Bakersfield),http://www.usctrojans.com/sports/m-footbl/mtt/mcmahon_craig00.html,
USC,FBALL,2012-2013,47,Taylor Ross,Ross,Taylor,TB,5/10/13,190,RS FR,SQ,Newport Beach (Sage Hill),http://www.usctrojans.com/sports/m-footbl/mtt/ross_taylor00.html,
USC,FBALL,2012-2013,47,Scott Starr,Starr,Scott,LB,6/3/13,220,FR,--,"Norco, Calif. (Norco HS)",http://www.usctrojans.com/sports/m-footbl/mtt/starr_scott00.html,
USC,FBALL,2012-2013,48,Troy Cardona,Cardona,Troy,S,5/11/13,185,RS FR,SQ,"Aloha, Ore. (Aloha)",http://www.usctrojans.com/sports/m-footbl/mtt/cardona_troy00.html,
USC,FBALL,2012-2013,48,Andre Heidari,Heidari,Andre,PK,5/10/13,200,SO,1V,"Bakersfield, CA (Stockdale HS)",http://www.usctrojans.com/sports/m-footbl/mtt/heidari_andre00.html,
USC,FBALL,2012-2013,49,Ryan Dillard,Dillard,Ryan,CB,5/10/13,185,FR,,"Buford, GA (Buford HS)",http://www.usctrojans.com/sports/m-footbl/mtt/dillard_ryan00.html,
USC,FBALL,2012-2013,49,Bryson Lloyd,Lloyd,Bryson,TE,6/3/13,225,RS JR,SQ,"Santa Barbara, Calif. (Santa Barbara)",http://www.usctrojans.com/sports/m-footbl/mtt/lloyd_bryson00.html,
USC,FBALL,2012-2013,50,Julian Coleman,Coleman,Julian,LB,6/2/13,240,JR,,"Columbus, OH (East Los Angeles JC)",http://www.usctrojans.com/sports/m-footbl/mtt/coleman_julian00.html,
USC,FBALL,2012-2013,50,Abe Markowitz,Markowitz,Abe,C,6/1/13,305,RS SR,SQ,"Hawaii Kai, HI (Punahou HS)",http://www.usctrojans.com/sports/m-footbl/mtt/markowitz_abe00.html,
USC,FBALL,2012-2013,51,Will Andrew,Andrew,Will,LB,6/2/13,235,RS JR,2V,"Huntington Beach, CA (Edison HS)",http://www.usctrojans.com/sports/m-footbl/mtt/andrew_will00.html,
USC,FBALL,2012-2013,52,Dallas Kelley,Kelley,Dallas,LB,5/11/13,225,SR,SQ,"Norco, CA (Chaffey JC)",http://www.usctrojans.com/sports/m-footbl/mtt/kelley_dallas00.html,
USC,FBALL,2012-2013,53,Marquis Simmons,Simmons,Marquis,LB,6/1/13,220,RS JR,1V,"Compton, CA (Dominguez HS)",http://www.usctrojans.com/sports/m-footbl/mtt/simmons_marquis00.html,
USC,FBALL,2012-2013,54,Michael Arakelian,Arakelian,Michael,DE,6/1/13,210,RS JR,--,"Anaheim, Ca. (Chapman)",http://www.usctrojans.com/sports/m-footbl/mtt/arakelian_michael00.html,
USC,FBALL,2012-2013,55,Lamar Dawson,Dawson,Lamar,LB,6/2/13,235,SO,1V,"Junction City, KY (Boyle County HS)",http://www.usctrojans.com/sports/m-footbl/mtt/dawson_lamar00.html,
USC,FBALL,2012-2013,56,Anthony Sarao,Sarao,Anthony,LB,6/1/00,215,RS FR,SQ,"Egg Harbor Township, NJ (Holy Spirit HS)",http://www.usctrojans.com/sports/m-footbl/mtt/sarao_anthony00.html,
USC,FBALL,2012-2013,57,Nick Schlossberg,Schlossberg,Nick,LB,6/2/13,215,FR,,"San Diego, Calif. (La Jolla Country Day)",http://www.usctrojans.com/sports/m-footbl/mtt/schlossberg_nick00.html,
USC,FBALL,2012-2013,58,J.R. Tavai,Tavai,J.R.,DT,6/2/13,265,SO,1V,"Redondo Beach, CA (Mira Costa HS)",http://www.usctrojans.com/sports/m-footbl/mtt/tavai_jr00.html,
USC,FBALL,2012-2013,59,John Martinez,Martinez,John,OG,6/2/13,305,RS JR,2V,"Murray, Ut. (Cottonwood HS)",http://www.usctrojans.com/sports/m-footbl/mtt/martinez_john00.html,
USC,FBALL,2012-2013,59,Kyle Yatabe,Yatabe,Kyle,LB,6/1/00,220,RS JR,SQ,El Segundo (Willamette),http://www.usctrojans.com/sports/m-footbl/mtt/yatabe_kyle00.html,
USC,FBALL,2012-2013,60,John Katnik,Katnik,John,OG-C,6/2/13,265,RS FR,SQ,Rolling Hills Estates (Palos Verdes),http://www.usctrojans.com/sports/m-footbl/mtt/katnik_john00.html,
USC,FBALL,2012-2013,61,Peter Mcbride,Mcbride,Peter,LS,6/1/13,220,RS FR,SQ,"Scottsdale, AZ (Chaparral HS)",http://www.usctrojans.com/sports/m-footbl/mtt/mcbride_peter00.html,
USC,FBALL,2012-2013,62,Yonatan Aviv,Aviv,Yonatan,DT,6/1/00,295,RS SO,--,"Los Angeles, Ca. (Yula HS)",http://www.usctrojans.com/sports/m-footbl/mtt/aviv_yonatan00.html,
USC,FBALL,2012-2013,63,Giovanni Di Poalo,Di Poalo,Giovanni,OG,6/4/13,280,RS SO,SQ,"Ventura, CA (St. Bonaventure HS)",http://www.usctrojans.com/sports/m-footbl/mtt/dipoalo_giovanni00.html,
USC,FBALL,2012-2013,65,Erick Jepsen,Jepsen,Erick,C,6/2/13,285,FR,--,"Moreno Valley, Calif. (La Quinta)",http://www.usctrojans.com/sports/m-footbl/mtt/jepsen_erick00.html,
USC,FBALL,2012-2013,66,Marcus Martin,Martin,Marcus,OG,6/3/13,325,SO,1V,"Los Angeles, CA (Crenshaw HS)",http://www.usctrojans.com/sports/m-footbl/mtt/martin_marcus00.html,
USC,FBALL,2012-2013,67,David Garness,Garness,David,OT-OG,6/5/13,295,RS JR,SQ,"Anchorage, AK (San Francisco CC)",http://www.usctrojans.com/sports/m-footbl/mtt/garness_david00.html,
USC,FBALL,2012-2013,68,Jordan Simmons,Simmons,Jordan,OT-OG,6/5/13,335,FR,--,"Inglewood, CA (Crespi HS)",http://www.usctrojans.com/sports/m-footbl/mtt/simmons_jordan00.html,
USC,FBALL,2012-2013,69,Cyrus Hobbi,Hobbi,Cyrus,OG,6/3/13,285,RS FR,SQ,"Scottsdale, AZ (Saguaro HS)",http://www.usctrojans.com/sports/m-footbl/mtt/hobbi_cyrus00.html,
USC,FBALL,2012-2013,70,Aundrey Walker,Walker,Aundrey,OT,6/6/13,300,SO,1V,"Cleveland, OH (Glenville HS)",http://www.usctrojans.com/sports/m-footbl/mtt/walker_aundrey00.html,
USC,FBALL,2012-2013,72,Chad Wheeler,Wheeler,Chad,OT,6/7/13,270,FR,--,"Santa Monica, CA (Santa Monica HS)",http://www.usctrojans.com/sports/m-footbl/mtt/wheeler_chad00.html,
USC,FBALL,2012-2013,73,Zach Banner,Banner,Zach,OT,6/9/13,335,FR,--,"Tacoma, WA (Lakes HS)",http://www.usctrojans.com/sports/m-footbl/mtt/banner_zach00.html,
USC,FBALL,2012-2013,74,Jeremy Galten,Galten,Jeremy,OT-OG,6/5/13,290,SR,1V,"San Mateo, CA (San Mateo JC)",http://www.usctrojans.com/sports/m-footbl/mtt/galten_jeremy00.html,
USC,FBALL,2012-2013,75,Max Tuerk,Tuerk,Max,OT-OG,6/6/13,285,FR,,"Trabuco Canyon, CA (Santa Margarita HS)",http://www.usctrojans.com/sports/m-footbl/mtt/tuerk_max00.html,
USC,FBALL,2012-2013,76,Nathan Guertler,Guertler,Nathan,OT,6/5/13,275,RS SO,1V,Norco (Norco),http://www.usctrojans.com/sports/m-footbl/mtt/guertler_nathan00.html,
USC,FBALL,2012-2013,77,Kevin Graf,Graf,Kevin,OT,6/6/13,300,RS JR,2V,"Agoura Hills, CA (Agoura HS)",http://www.usctrojans.com/sports/m-footbl/mtt/graf_kevin00.html,
USC,FBALL,2012-2013,78,Khaled Holmes,Holmes,Khaled,C,6/4/13,305,RS SR,3V,"Santa Ana, CA (Mater Dei HS)",http://www.usctrojans.com/sports/m-footbl/mtt/holmes_khaled00.html,
USC,FBALL,2012-2013,79,Jeff Miller,Miller,Jeff,DE,6/2/13,225,FR,,"Southlake, TX (Carroll HS)",http://www.usctrojans.com/sports/m-footbl/mtt/miller_jeff00.html,
USC,FBALL,2012-2013,80,De'Von Flournoy,Flournoy,De'Von,WR,6/1/00,185,RS JR,2V,"Studio City, CA (Birmingham HS)",http://www.usctrojans.com/sports/m-footbl/mtt/flournoy_devon00.html,
USC,FBALL,2012-2013,81,Kevin Greene,Greene,Kevin,DE,6/4/13,255,RS JR,2V,"Oakland, CA (Sacred Heart Cathedral Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/greene_kevin00.html,
USC,FBALL,2012-2013,81,Cole Cottrell,Cottrell,Cole,WR,5/10/13,170,FR,,"Newport Beach, Calif. (Corona del Mar HS)",http://www.usctrojans.com/sports/m-footbl/mtt/cottrell_cole00.html,
USC,FBALL,2012-2013,82,Randall Telfer,Telfer,Randall,TE,6/4/13,255,RS SO,1V,"Rancho Cucamonga, CA (Rancho Cucamonga HS)",http://www.usctrojans.com/sports/m-footbl/mtt/telfer_randall00.html,
USC,FBALL,2012-2013,83,George Katrib,Katrib,George,WR,6/1/13,180,FR,,"Diamond Bar, Calif. (Diamond Bar HS)",http://www.usctrojans.com/sports/m-footbl/mtt/katrib_george00.html,
USC,FBALL,2012-2013,84,Kevin Downey Jr.,Downey Jr.,Kevin,TE,6/3/13,210,RS JR,--,"West Hills, Ca. (Pierce JC)",http://www.usctrojans.com/sports/m-footbl/mtt/downeyjr._kevin01.html,
USC,FBALL,2012-2013,85,Victor Blackwell,Blackwell,Victor,WR,6/1/13,190,RS FR,SQ,"Cerritos, CA (Mater Dei HS)",http://www.usctrojans.com/sports/m-footbl/mtt/blackwell_victor00.html,
USC,FBALL,2012-2013,86,Xavier Grimble,Grimble,Xavier,TE,6/5/13,255,RS SO,1V,"Las Vegas, NV (Bishop Gorman HS)",http://www.usctrojans.com/sports/m-footbl/mtt/grimble_xavier00.html,
USC,FBALL,2012-2013,87,Junior Pomee,Pomee,Junior,TE,6/3/13,250,RS FR,SQ,"Perris, CA (Rancho Verde HS)",http://www.usctrojans.com/sports/m-footbl/mtt/pomee_junior00.html,
USC,FBALL,2012-2013,88,Jalen Cope-Fitzpatrick,Cope-Fitzpatrick,Jalen,TE,6/5/13,245,FR,--,"Rocklin, CA (Whitney HS)",http://www.usctrojans.com/sports/m-footbl/mtt/copefitzpatrick_jalen00.html,
USC,FBALL,2012-2013,89,Christian Thomas,Thomas,Christian,TE,6/3/13,245,RS SO,1V,"Palmdale, CA (Highland HS)",http://www.usctrojans.com/sports/m-footbl/mtt/thomas_christian00.html,
USC,FBALL,2012-2013,90,George Uko,Uko,George,DT,6/3/13,285,RS SO,1V,Chino (Don Lugo),http://www.usctrojans.com/sports/m-footbl/mtt/uko_george00.html,
USC,FBALL,2012-2013,91,Morgan Breslin,Breslin,Morgan,DE,6/2/13,250,JR,JC,"Walnut Creek, CA (Diablo Valley JC)",http://www.usctrojans.com/sports/m-footbl/mtt/breslin_morgan00.html,
USC,FBALL,2012-2013,92,Zack Kusnir,Kusnir,Zack,DT,6/5/13,265,SR,SQ,"La Jolla, Ca. (San Diego State)",http://www.usctrojans.com/sports/m-footbl/mtt/kusnir_zack01.html,
USC,FBALL,2012-2013,93,Greg Townsend Jr.,Townsend Jr.,Greg,DE,6/3/13,260,RS FR,SQ,"Los Angeles, CA (Beverely Hills HS)",http://www.usctrojans.com/sports/m-footbl/mtt/townsendjr_greg00.html,
USC,FBALL,2012-2013,94,Leonard Williams,Williams,Leonard,DE,6/5/13,270,FR,--,"Daytona Beach, FL (Mainland HS)",http://www.usctrojans.com/sports/m-footbl/mtt/williams_leonard00.html,
USC,FBALL,2012-2013,95,DeVante Wilson,Wilson,DeVante,DE,6/5/13,245,FR,--,"Corona, CA (Corona HS)",http://www.usctrojans.com/sports/m-footbl/mtt/wilson_devante00.html,
USC,FBALL,2012-2013,96,Wes Horton,Horton,Wes,DE,6/5/13,255,RS SR,3V,"Chatsworth, CA (Notre Dame HS)",http://www.usctrojans.com/sports/m-footbl/mtt/horton_wes00.html,
USC,FBALL,2012-2013,97,Christian Heyward,Heyward,Christian,DT,6/2/13,285,RS FR,SQ,"San Diego, CA (Point Loma HS)",http://www.usctrojans.com/sports/m-footbl/mtt/heyward_christian00.html,
USC,FBALL,2012-2013,98,Cody Temple,Temple,Cody,DT,6/3/13,285,RS FR,SQ,"Bakersfield, CA (Liberty HS)",http://www.usctrojans.com/sports/m-footbl/mtt/temple_cody00.html,
USC,FBALL,2012-2013,99,Antwaun Woods,Woods,Antwaun,DT,6/1/13,315,RS FR,SQ,Los Angeles (Taft HS),http://www.usctrojans.com/sports/m-footbl/mtt/woods_antwaun00.html,
USC,FBALL,2011-2012,2,Robert Woods,Woods,Robert,WR,6/1/13,180,SO,1V,Carson (Serra),http://www.usctrojans.com/sports/m-footbl/mtt/woods_robert00.html,
USC,FBALL,2011-2012,4,Torin Harris,Harris,Torin,CB,6/1/00,180,RS SO,1V,"Las Vegas, Nev. (Palo Verde)",http://www.usctrojans.com/sports/m-footbl/mtt/harris_torin00.html,
USC,FBALL,2011-2012,6,Cody Kessler,Kessler,Cody,QB,6/1/13,210,FR,--,Bakersfield (Centennial),http://www.usctrojans.com/sports/m-footbl/mtt/kessler_cody00.html,
USC,FBALL,2011-2012,7,Matt Barkley,Barkley,Matt,QB,6/2/13,220,JR,2V,Newport Beach (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/barkley_matt00.html,
USC,FBALL,2011-2012,7,T.J. Mcdonald,Mcdonald,T.J.,S,6/3/13,205,JR,2V,"Fresno, Ca. (Edison)",http://www.usctrojans.com/sports/m-footbl/mtt/mcdonald_tj00.html,
USC,FBALL,2011-2012,8,George Farmer,Farmer,George,WR-TB,6/1/13,205,FR,--,Los Angeles (Serra),http://www.usctrojans.com/sports/m-footbl/mtt/farmer_george00.html,
USC,FBALL,2011-2012,8,Nick Perry,Perry,Nick,DE,6/3/13,250,RS JR,2V,"Detroit, MI (King)",http://www.usctrojans.com/sports/m-footbl/mtt/perry_nick00.html,
USC,FBALL,2011-2012,9,Marqise Lee,Lee,Marqise,WR,6/1/00,190,FR,--,Inglewood (Serra),http://www.usctrojans.com/sports/m-footbl/mtt/lee_marqise00.html,
USC,FBALL,2011-2012,10,Hayes Pullard,Pullard,Hayes,LB,6/1/00,225,RS FR,SQ,"Inglewood, Calif. (Crenshaw)",http://www.usctrojans.com/sports/m-footbl/mtt/pullard_hayes00.html,
USC,FBALL,2011-2012,10,De'Von Flournoy,Flournoy,De'Von,WR,6/1/00,180,RS SO,1V,"Studio City, Calif. (Birmingham)",http://www.usctrojans.com/sports/m-footbl/mtt/flournoy_devon00.html,
USC,FBALL,2011-2012,13,Max Wittek,Wittek,Max,QB,6/4/13,210,FR,--,Newport Beach (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/wittek_max00.html,
USC,FBALL,2011-2012,13,Tre Madden,Madden,Tre,LB,6/1/00,220,FR,--,Aliso Viejo (Mission Viejo),http://www.usctrojans.com/sports/m-footbl/mtt/madden_tre00.html,
USC,FBALL,2011-2012,14,Devin Forte,Forte,Devin,WR,6/1/00,190,JR,--,(Los Angeles (Washington Prep)),http://www.usctrojans.com/sports/m-footbl/mtt/forte_devin00.html,
USC,FBALL,2011-2012,14,Isiah Wiley,Wiley,Isiah,CB,6/1/13,185,JR,JC,"West Monroe, LA (West Monroe/Arizona West JC)",http://www.usctrojans.com/sports/m-footbl/mtt/wiley_isiah00.html,
